MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
12-Cytisineacetamide	-0.14363	0.190777
Erythronolactone	-0.14353	0.048361
Gabapentin Related Compound E	-0.14053	0.127628
"(2S,3S)-(-)-3-Phenylglycidol"	-0.13983	0.141367
Dodecylbenzenesulfonic acid	-0.1355	0.078683
N-Acetylmuramic Acid	-0.13538	0.045786
Phomalone	-0.13534	0.146576
Limonin	-0.13442	0.14906
O-geranylconiferyl alcohol	-0.1315	0.126151
"4-(3-hydroxybutyl)-3,5,5-trimethylcyclohex-3-en-1-ol"	-0.12979	0.029793
Zeranol	-0.1296	0.064175
N-Isobutyrylglycine	-0.12656	0.02426
cirsimaritin	-0.1262	0.132238
Coniferyl aldehyde	-0.12522	0.068003
8-Hydroxyquinoline	-0.12432	0.078954
Grayanotoxin I	-0.12429	0.118393
"3,14-dihydro-15-keto-tetranor Prostaglandin E2"	-0.12393	0.078402
L-Pyroglutamic acid	-0.12392	0.082096
3-oxo-C4-homoserine lactone	-0.11994	0.041474
Biotin	-0.11943	0.02387
ACTINONIN	-0.11824	0.13502
"1,2Alpha-Epoxydeacetoxydihydrogedunin"	-0.11817	0.146077
"2,4-Dinitrophenol"	-0.11687	0.039953
15-OxoEDE	-0.11656	0.058896
Sinapoyl aldehyde	-0.1162	0.065855
Quinolinic acid	-0.11525	0.048361
Hydrocortisone	-0.11413	0.041427
"Benzene-1,2,4-triol"	-0.11049	0.058896
hydroquinidine	-0.10841	0.071169
pinolidoxin	-0.10724	0.050927
L-Cystine	-0.10717	0.034554
Strepin P1	-0.10387	0.108563
GUAIAZULENE	-0.10239	0.093757
Harmane	-0.10221	0.089744
Dinoseb	-0.099073	0.094701
"3,4-DIHYDROXYPHENYLACETATE"	-0.098152	0.022629
PHOSPHOCHOLINE	-0.0976	0.097649
(+/-)9-HpODE	-0.097351	0.037981
L-Isoleucine	-0.093613	0.058419
"1-(2,4-dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one"	-0.09208	0.049231
Bilirubin	-0.089778	0.013851
"2,4-bis(3-methylbut-2-enyl)-5-pentylbenzene-1,3-diol"	-0.0879	0.028784
Roccellic Acid	-0.085073	0.06078
Riboflavin	-0.085029	0.056347
L-Serine	-0.083861	0.037981
lenticin	-0.082671	0.085911
"13,14-Dihydro-15-keto-tetranor prostaglandin F1alpha"	-0.081563	0.028831
Perseitol	-0.079462	0.024086
Tebufenozide	-0.078918	0.022761
4-tert-Octylphenol	-0.077392	0.084062
"2-Amino-1,3,4-octadecanetriol"	-0.07617	0.028372
Cotarnine Chloride	-0.075755	0.045786
Hypoxanthine	-0.075486	0.049231
LEVODOPA	-0.075309	0.0633
13-HpOTrE	-0.075113	0.028372
cis-4-Hydroxy-D-proline	-0.071188	0.019247
PUTRESCINE DIHYDROCHLORIDE	-0.070773	0.035222
Nicotinuric acid	-0.070074	0.037981
N-ACETYL-L-ALANINE	-0.067843	0.028372
bisdethiobis(methylthio)gliotoxin	-0.066942	0.011388
"1,3-Dideacetyl-7-Deacetoxy-7-Oxokhivorin"	-0.065749	0.018123
"1,7-bis(4-hydroxyphenyl)heptane-3,5-diol"	-0.063834	0.015077
Perillartine	-0.061718	0.057531
1-Methylxanthine	-0.059889	0.009599
5-METHYLCYTOSINE HYDROCLORIDE	-0.055571	0.045593
Gibberellin A4	-0.055081	0.060506
Lincomycin	-0.054413	0.028399
11beta-Hydroxyandrosterone	-0.052965	0.050927
Napelline	-0.051944	0.041427
Mycophenolic acid	-0.051757	0.021819
17?-Estradiol	-0.051362	0.018123
"(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide"	-0.051207	0.014744
N-Acetylmannosamine	-0.048893	0.01613
Deoxycholic Acid	-0.048651	0.022629
Malformin A2	-0.048634	0.006828
6-Methylquinoline	-0.048544	0.009941
Suberic acid	-0.048377	0.020256
"3,5-Dimethoxybenzoic acid"	-0.047619	0.009817
tetradec-5-ynoic acid	-0.047397	0.038342
3-Isochromanone	-0.046333	0.018793
"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one"	-0.040294	0.026549
Thymidine 5'-monophosphate	-0.039003	0.016329
osthol	-0.032368	0.007517
Methylsuccinic acid	-0.032283	0.006172
5-Methoxysalicylic acid	-0.032181	0.006586
9-HPODE	-0.031888	0.015887
Glycylproline	-0.026336	0.018657
Hordenine	-0.025424	0.019197
Levulinic acid	-0.025118	0.006172
"7,4'-DIMETHOXYISOFLAVONE"	-0.024571	0.014057
L-Methionine sulfoxide	-0.024224	0.01613
Vanillin	-0.023714	0.009905
3Beta-Acetoxydeoxodihydrogedunin	-0.022032	0.009164
Neotame	-0.021739	0.006828
Glycodeoxycholic Acid (hydrate)	-0.020606	0.005247
N-Acetylaspartic acid	-0.020153	0.00483
Leupeptin	-0.018384	0.006172
"9,10-DiHOME"	-0.015257	0.009377
Andrastin D	-0.014153	0.006172
Monolaurin	-0.012853	0.007005
3-(5-phenylthiophen-2-yl)prop-2-ynyl Acetate	-0.011741	0.002727
Eicosenoic acid	-0.010755	0.003274
Prazosin HCl	-0.0095695	0.007588
1-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]ethanone	-0.009359	0.006172
1-Myristoyl-2-hydroxy-sn-glycero-3-phosphate	-0.007442	0.001671
Fenhexamid	-0.0043573	0.003103
4-Methyl-2-oxovaleric Acid	-0.0016649	0.000435
Thymol	-0.00096837	0.000435
Azaserine	-0.00038171	0.000295
Monobutyl phthalate	0.0016374	0.000682
GLYCOCHENODEOXYCHOLIC ACID	0.0024283	0.000435
"(5E,8Z)-4,7-dihydroxy-2-methyl-2,3,4,7-tetrahydrooxecin-10-one"	0.005241	0.003103
Hexadecanedioic acid	0.0089348	0.00483
3-Methylglutaric acid	0.0097335	0.00483
5-HYDROXYINDOLEACETATE	0.010258	0.006172
7-Hydroxy-3-Methylflavone	0.011211	0.00772
6-Hexanoyl-D-erythro-sphingosine	0.012045	0.007959
"5,10-dimethoxy-2,2-dimethylpyrano[3,2-g]chromen-8-one"	0.012614	0.00219
alpha-Lactose	0.018709	0.003046
5alpha-Dihydrotestosterone	0.020056	0.007376
Benzyl cinnamate	0.02218	0.00483
13(S)-HOTrE	0.024264	0.006974
Ramipril	0.026548	0.005085
Shikimic Acid	0.026869	0.01613
Phenylpyruvic acid	0.028255	0.005815
L-Proline	0.031612	0.007451
Salicylic acid	0.033113	0.009408
L(+/-)-Alliin	0.038498	0.010492
Ergosterol Peroxide	0.040916	0.02219
1-O-b-D-glucopyranosyl sinapate	0.043451	0.009599
L-Tyrosine methyl ester	0.046582	0.046105
Captopril	0.046858	0.010492
Forskolin	0.04753	0.018517
Cytidine	0.049419	0.042024
DL-Alanine	0.050781	0.02219
Daphnoretin	0.052038	0.028631
Epinephrine	0.054437	0.019197
monoolein	0.056067	0.019197
7-Deacetylkhivorin	0.056996	0.022862
DL-Coniine	0.057327	0.044972
Cnidioside A	0.057917	0.020301
D-(+)-Proline	0.060141	0.025659
Oleoyl-L-alpha-lysophosphatidic acid	0.062706	0.030603
Mepacrine	0.068812	0.015887
D-Glucosamine	0.069059	0.037489
"3-[(Z)-heptadec-10-enyl]benzene-1,2-diol"	0.070415	0.054015
Allantoin	0.071812	0.02426
3-Epilupeol	0.072905	0.0263
N-Acetyldopamine	0.074488	0.079652
4-Guanidinobutyric acid	0.080682	0.032934
"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid"	0.089116	0.087077
gamma-Glutamylmethionine	0.090817	0.02426
"1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one"	0.092966	0.093757
Methyl Jasmonate	0.097336	0.080911
2-Naphthalenesulfonic acid	0.099678	0.067131
salviaflaside	0.10039	0.083493
Roquefortine C	0.10225	0.044972
Lumazine	0.1027	0.050927
9-HpOTrE	0.10932	0.04423
"8,15-DiHETE"	0.1113	0.04462
D-alpha-Hydroxyglutaric acid	0.11456	0.039049
N-Acetyl-DL-glutamic acid	0.11448	0.031022
8-(3-methoxy-2-(methoxycarbonyl)phenyl)octanoic acid	0.12013	0.070857
Mappain	0.12056	0.120354
terrein	0.12133	0.063135
2-methyl-2-(3-pentadecylphenoxy)propanoic acid	0.12761	0.058896
"3,4-Dimethylbenzoic acid"	0.1286	0.048051
"Dihydro-4,4-dimethyl-2,3-furandione"	0.13434	0.049022
2-Mercaptobenzothiazole	0.13609	0.14906
Dopamine	0.13645	0.101593
Roxatidine acetate HCl	0.13682	0.085906
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	0.13935	0.037981
"Epoxy (4,5Alpha)-4,5-Dihydrosantonin"	0.14139	0.02426
1-Methylguanine	0.14385	0.038479
Zeatin	0.14784	0.083493
L-METHIONINE	0.15275	0.088081
Enalapril	0.15997	0.053017
Glycine	0.16353	0.160792
Karakoline	0.16353	0.079945
Kanosamine	0.16795	0.029621
Prostaglandin K2	0.16848	0.050883
"6-benzyl-4-oxo-1,4-dihydropyridine-3-carboxamide"	0.16858	0.077653
Resibufogenin	0.16915	0.165509
Heptadecanoic acid	0.17022	0.087996
Phosphatidylinositol lyso 16:0	0.17034	0.025659
2-Benzothiazolesulfonic acid	0.1725	0.129783
Mevalonic acid	0.17323	0.054015
N-Acetyl-L-glutamine	0.17444	0.092868
Humulone	0.17698	0.177302
"8Z,11Z,14Z-Eicosatrienoic acid"	0.17802	0.096829
Stearoyl ethanolamide	0.17884	0.08992
Lipoic acid reduced	0.18088	0.155778
"9-Oxo-10(E),12(E)-octadecadienoic acid"	0.18101	0.090096
Betulinic acid	0.18507	0.092868
"(5E)-2-heptyl-3,4,7-trihydroxy-2,3,4,7,8,9-hexahydrooxecin-10-one"	0.18587	0.146077
Leupeptin Pr-LL	0.18761	0.048434
"3-Hydroxy-3',4',5'-trimethoxyflavone"	0.18821	0.07584
Arachidonic acid	0.19422	0.114158
12a-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE	0.19606	0.190777
3-Dehydrocholic acid	0.19713	0.056006
"3,4-Dimethoxycinnamic acid"	0.19796	0.082059
DL-Dipalmitoylphosphatidylcholine	0.19808	0.190777
Genipin	0.19942	0.044972
"16-Heptadecyne-1,2,4-triol"	0.20063	0.148137
L-Tyrosine	0.20124	0.120354
P-Toluenesulfonic acid	0.20128	0.09722
Citrinin	0.20199	0.134825
"2,3-dinor-8-iso Prostaglandin F2?"	0.20834	0.148137
Threonine	0.21184	0.129842
(+/-)12(13)-DiHOME	0.2127	0.148137
Nitrendipin	0.21294	0.054015
Gyromitrin	0.21642	0.170336
Amisulpride N-Oxide	0.21897	0.190777
4-Hydroxyphenylpyruvic acid	0.21997	0.065855
Lithocholic Acid	0.22115	0.084368
Ctrinin hydrate	0.22357	0.121771
"1,4-dihydroxyanthraquinone"	0.2256	0.069153
4-oxododecanedioic acid	0.22647	0.094188
3Alpha-Hydroxy-3-Deoxyangolensic Acid Methyl Ester	0.22939	0.080911
2-Methyl-S-benzothiazole	0.23149	0.190777
Fluvoxamine maleate	0.23498	0.095501
"4,5-dihydroxy-3-propylcyclopent-2-en-1-one"	0.23509	0.146077
"DL-alpha,epsilon-Diaminopimelic acid"	0.23887	0.144335
Linoleic acid	0.23922	0.095501
Lorazepam	0.24374	0.190777
Theanine	0.25069	0.057764
4-hydroxy-8-methoxy-5-methyl-3-(3-methylbut-2-enyl)chromen-2-one	0.25343	0.116662
Lacidipine	0.25359	0.097649
Isoamylamine	0.25471	0.17663
(+/-)13-HpODE	0.25678	0.113724
delta7-Dafachronic acid	0.25719	0.188666
Patulin	0.25746	0.138197
Aldosterone	0.25941	0.190777
4-Hydroxybenzaldehyde	0.26082	0.155778
Glycyl-L-proline	0.26147	0.14516
Triptophenolide	0.26353	0.143549
Methotrexate	0.26636	0.237869
3-Hydroxypicolinic acid	0.2675	0.125315
Histamine	0.27021	0.069341
Formononetin	0.27227	0.146125
Hexanoic acid	0.27926	0.190777
Alanyltyrosine	0.28073	0.089168
"3,5-dihydroxydecanoic acid"	0.28136	0.129842
gamma-Glutamylleucine	0.2828	0.130534
Carylophyllene Oxide	0.28485	0.190777
2-Anisic acid	0.28776	0.202532
Alverine Citrate	0.29244	0.190777
"1,2-dihydroxyheptadec-16-en-4-yl acetate"	0.29571	0.107054
trans-Petroselinic Acid	0.31229	0.145803
Medroxyprogesterone	0.31383	0.136594
Chol-11-Enic Acid	0.31523	0.084648
Kanakugiol	0.3155	0.146454
Protoporphyrin IX	0.31758	0.190777
"5-Hydroxy-2',4',7,8-Tetramethoxyflavone"	0.3192	0.094188
Methyl Deoxycholate	0.32192	0.200308
"2',3'-Dideoxyinosine"	0.32469	0.190777
(+/-)8(9)-DiHET	0.32602	0.282105
Adenosine 5'-monophosphate	0.3264	0.148491
"1,5-Anhydro-D-glucitol"	0.32985	0.16117
4-Phenylbutyric acid	0.33131	0.18423
Moclobemide	0.33344	0.165509
4-Pyridoxic acid	0.33438	0.147618
(+)-ar-Turmerone	0.33504	0.246762
Calcitriol	0.33536	0.17695
methyl orsellinate	0.33556	0.200308
Mimosine	0.34019	0.136594
Indole-3-lactic acid	0.34434	0.056347
aurapten	0.35339	0.237869
Trachelanthine	0.35411	0.190777
N-Acetylserotonin	0.36181	0.190777
Strophanthidin	0.36209	0.226089
Docosahexaenoic acid	0.36539	0.190777
methyl palmitoleate	0.36803	0.129479
2'-Deoxyadenosine	0.36948	0.104998
2-Arachidonoyl glycerol	0.37117	0.303312
Nandrolone glucuronide	0.37531	0.103143
sulochrin	0.37576	0.120852
Lovastatin	0.37774	0.138197
8-Isoprostaglandin F1beta	0.37788	0.285126
Quebrachitol	0.37826	0.177302
L-(+)-Lysine	0.3787	0.137582
11-dehydro Thromboxane B2	0.37987	0.232214
4-Chlorophenol	0.38322	0.064175
1-Stearoylglycerol	0.39026	0.338358
N-acetyl-2-phenylethylamine	0.39293	0.190777
angoletin	0.39508	0.299521
Porphobilinogen	0.39507	0.190777
Valsartan metabolite	0.39637	0.190777
"N-cyano-N'-(1,1-dimethylpropyl)-N'-3-pyridinyl-guanidine"	0.39661	0.190777
ADONITOL	0.398	0.353959
maesopsin	0.39991	0.230468
2-Hydroxyphenylalanine	0.39994	0.190777
11-Deoxy prostaglandin F2beta	0.40423	0.190777
Caryophyllene [T(-)]	0.4065	0.183871
D-PANTOTHENIC ACID	0.40731	0.186559
Tricosanoic acid	0.40897	0.191951
Fluometuron	0.40945	0.081482
Oleoyl ethanolamide	0.41165	0.231399
Cymarin	0.41242	0.284557
beta-Hydroxymyristic acid	0.42276	0.274905
2'-O-Methyluridine	0.42337	0.190777
O-ACETYL-L-CARNITINE	0.42397	0.190777
Isotretinoin	0.4243	0.363382
"2,6-dihydroxyanthraquinone"	0.42957	0.261695
Sodium Tetradecyl Sulfate	0.43035	0.076911
L-(+)-Lactic acid	0.43423	0.111108
6-Hydroxynicotinic acid	0.43715	0.202532
bilobol	0.4388	0.09747
Hinokitiol	0.44161	0.160415
"5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-10-enyl]benzene-1,3-diol"	0.44203	0.261695
"4,6-dinitro-o-cresol"	0.44227	0.362811
LIGUSTILIDE	0.44292	0.674033
Salvinorin A	0.44956	0.215568
trans-3-Indoleacrylic acid	0.45004	0.190777
"(1S,3R,4S,5R)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid"	0.45116	0.182058
DL-Tryptophan	0.45453	0.17695
N-Oleoyl Dopamine	0.4718	0.096829
S-Adenosyl-homocysteine	0.47233	0.195663
N-Acetylornithine	0.47373	0.136594
"4-methyl-5-oxo-2-pentyl-2,5-dihydrofuran-3-carboxylic acid"	0.47499	0.272166
Ibuprofen	0.48177	0.190777
Docosanoic Acid	0.48621	0.190777
Trehalose	0.4883	0.190777
5-Aminovaleric acid	0.49539	0.203759
Phloroglucinol	0.50128	0.190777
Diethyloxalpropionate	0.5017	0.190777
L-alpha-Phosphatidylethanolamine (Soy)	0.50238	0.158109
2-Oxobutyric acid	0.50275	0.445511
Nicotinamide	0.50319	0.353959
(+/-)15-HETE	0.50435	0.225987
Sulcatol	0.50821	0.326721
2-Hydroxyisocaproic acid	0.51573	0.491241
3-Deoxycaryoptinol	0.51715	0.160792
rhodioloside	0.51869	0.154022
Arnicolide D	0.52198	0.22917
Glimepiride	0.5226	0.282679
Corynanthine	0.52363	0.16117
Sotalol	0.5337	0.190777
13-KODE	0.53963	0.27263
Picrotin	0.54044	0.232518
1-METHYLNICOTINAMIDE	0.54272	0.234197
"cis-5,8,11,14,17-Eicosapentaenoic acid"	0.5453	0.195663
(+/-)-Cannabichromeorcin	0.5475	0.190777
Ala-Ile	0.5516	0.118587
gardenoside	0.55293	0.239321
Citrulline	0.5533	0.231591
Nor-9-carboxy-delta9-THC	0.55638	0.132992
rhein	0.55932	0.366552
N-Methylhistamine	0.56	0.262569
(-)-Camphanic acid	0.57225	0.533162
Citric acid	0.57302	0.671641
(9cis)-Retinal	0.57549	0.461213
Paeonol	0.57648	0.407002
17alpha-Ethynylestradiol	0.58094	0.290493
Phosphatidylinositol 16:0-18:2	0.58238	0.287712
Lignoceric acid	0.5843	0.228927
Sumaresinolic acid	0.58907	0.144335
18-beta-Glycyrrhetinic acid	0.59196	0.412794
11A-Acetoxyprogesterone	0.59233	0.274905
Menaquinone-4	0.59489	0.323508
Docosahexanoic acid	0.59767	0.239427
Cochlioquinone A	0.60084	0.195663
4-methylumbelliferone	0.60166	0.397311
Sucrose	0.60646	0.326721
Pentadecanoic acid	0.60934	0.282105
URSODIOL	0.60967	0.231399
4-Hydroxymandelonitrile	0.61691	0.188666
Tyramine	0.61765	0.329569
N8-Acetylspermidine	0.62099	0.076911
"15-Deoxy-delta12,14 -Prostaglandin J2"	0.62126	0.218769
Anandamide (AEA)	0.62969	0.387725
"2,3-Dideoxyuridine"	0.6385	0.163543
Piceatannol	0.64318	0.326915
Progesterone	0.64735	0.477778
Alfuzosin	0.64819	0.541256
Palmitoleic acid	0.65354	0.275798
2-Isopropylmalic acid	0.65867	0.101593
Betulin	0.65919	0.661583
5-O-methyllicoricidin	0.6605	0.683736
Isosakuranin	0.66418	0.211252
Oleic acid	0.66879	0.183871
Fusaproliferin	0.67602	0.309149
3-Hydroxy-3-methylglutaric acid	0.68476	0.505108
Benzoic acid	0.69422	0.326915
2-Methoxyestrone	0.69826	0.17592
"2,2-Bis(hydroxymethyl)propionic acid"	0.70105	0.313498
"1-(2,3-dibenzimidazol-2-ylpropyl)-2-methoxybenzene"	0.70244	0.387725
Laudanosine	0.70269	0.199517
L-Valine	0.70427	0.262569
Eseroline Fumarate	0.70987	0.466203
(+/-)9(10)-DiHOME	0.71226	0.592015
Choline	0.72151	0.326721
Hexanoylglycine	0.72191	0.328883
Doxycycline	0.72682	0.309937
3-[(4-chlorobenzoyl)amino]propanoic acid	0.7277	0.791908
3-Hydroxybutyric acid	0.73496	0.17695
Beauverolide I	0.73585	0.251029
(R)-2-hydroxystearic acid	0.73688	0.287746
Stercobilin	0.74163	0.650392
"1,4-Cyclohexanedicarboxylic acid"	0.74382	0.313498
"PS(18:0/17,18-EpETE)"	0.74727	0.345602
Tiglic acid	0.74746	0.23554
Sulfanilic acid	0.74953	0.465479
Cyclo-prolylglycine	0.75113	0.148137
8-(2-hydroxy-3-methoxy-3-methylbutyl)-7-methoxychromen-2-one	0.75659	0.569328
Cyclo(proline-leucine)	0.76442	0.30891
"5-hydroxy-3,7-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one"	0.77393	0.326721
Metaxalone	0.77575	0.28408
Ochrephilone	0.78167	0.358437
L-GLUTAMINE	0.79131	0.436056
NEROL	0.79234	0.575494
Ethyl-beta-glucuronide	0.79917	0.833392
5-(hydroxymethyl)-3-(1-hydroxy-4-methylpentyl)oxolan-2-one	0.81398	0.466203
Ornithine	0.81544	0.412794
4-Thiouridine	0.81929	0.190777
Corticosterone	0.81966	0.190777
"4'-Hydroxy-5,7-dimethoxyflavanone"	0.82211	0.609931
Nicotinic acid	0.82322	0.311456
MONO-METHYL GLUTARATE	0.82603	0.509648
Xanthine	0.82697	0.425159
Secobarbital	0.82856	0.218992
4-Acetamidobutanoic acid	0.83235	0.190777
N-Acetylphenylalanine	0.83537	0.331782
NALPHA-ACETYL-L-LYSINE	0.83758	0.3314
Aspartame	0.84244	0.190777
Ursocholanic Acid	0.84835	0.708542
Phosphatidylethanolamine lyso 20:0	0.84951	0.346315
"1',2'-dihydro-2',6-dihydroxyrotenone"	0.85132	0.314805
5-HYDROXY-L-TRYPTOPHAN	0.85649	0.255691
Gibberellic acid	0.85795	0.210998
Diflucortolone pivalate	0.86328	0.577148
Deoxynivalenol 3-glucuronide	0.87893	0.234197
"1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-one"	0.87929	0.179864
Bezafibrate	0.88602	0.284557
Prolylleucine	0.89013	0.180213
D-Alanyl-D-alanine	0.89192	0.461313
DL-Mandelic acid	0.89249	0.195663
"2-Hydroxy-3,4-Dimethoxybenzoic Acid"	0.89255	0.18423
ALPHA-AMINOADIPATE	0.89313	0.353685
Valsartan	0.90267	0.190777
osajin	0.90282	0.924855
Dihydrocoumarin	0.91043	0.190777
(5Z)-3-aminonon-5-enoic acid	0.91216	0.288353
DEOXYRIBOSE	0.91424	0.335377
Glycyl-L-leucine	0.91602	0.210998
3-hydroxy-C4-homoserine lactone	0.91668	0.502393
N-acetyltyramine	0.91975	0.226089
16-Hydroxyhexadecanoic acid	0.92027	0.677347
4-nitroquinoline 1-oxide	0.92146	0.456429
"2,4-dihydroxyheptadec-16-en-1-yl acetate"	0.92424	0.190777
"5-{8(Z),11(Z)-pentadecadienyl}resorcinol"	0.93116	0.677347
4-Oxoproline	0.93741	0.459671
wogonin	0.93893	0.711639
"(5S)-5-hydroxy-1,7-diphenylheptan-3-one"	0.94282	0.7509
feruloyltyramine	0.94869	0.314321
Acetylcholine	0.95442	0.345092
Phosphatidylethanolamine lyso alkenyl 18:0	0.96227	0.41516
trans-3-Hexenoic acid	0.96531	0.636106
4'-Methoxyacetophenone	0.96694	0.417528
Kainic Acid	0.96767	0.262569
Docosatrienoic acid	0.97006	0.275798
Pyridoxine	0.9763	0.338358
Urocanic acid	0.97947	0.671641
N-Oleyl-Leucine	0.97977	0.17695
DL-4-Hydroxyphenyllactic acid	0.99676	0.200184
"N3,N4-Dimethyl-L-arginine"	1.008	0.575494
Indole-3-carboxaldehyde	1.0168	0.335302
Mannitol	1.0205	0.661583
Benazepril	1.023	0.260768
Phosphatidylethanolamine lyso 20:4	1.0262	0.427163
2-hydroxy-6-pentadecylbenzoic acid	1.0297	0.364546
Alanine	1.0363	0.314321
"2,3',4,6-Tetrahydroxybenzophenone"	1.05	0.210546
5-Ethyl-2'-deoxyuridine	1.0554	0.294966
LysoPhosphatidylcholine	1.0612	0.466203
Irbesartan (Avapro)	1.0613	0.299972
2-acetoxy-6-pentadecylbenzoic acid	1.0669	0.326915
Benzyl Isothiocyanate	1.078	0.314375
"N,N-Diethylethanolamine"	1.0907	0.338358
Chloridazon	1.0947	0.555596
Methioninesulfoxide	1.0948	1.041742
5-Methyluridine	1.097	0.190777
2'-O-Methylinosine	1.0982	0.261291
Xanthohumol	1.1098	0.231399
Methyl-beta-galactopyranoside	1.11	1.033957
"(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid"	1.1109	0.363382
Ecgonine	1.1122	0.41788
5-Hydroxytryptophan	1.1132	0.284841
Acamprosate	1.1141	0.491241
"Cholest-4,6-Dien-3-One"	1.1296	1.089819
Histamine-trifluoromethyltoluide	1.1343	0.421911
Proline-hydroxyproline	1.1355	0.491659
(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one	1.1362	0.313498
Upsilon-Aminobutyric acid (GABA)	1.143	0.485598
Docosatetraenoic acid	1.1452	1.011459
2-Oxindole	1.1473	0.313498
HYDROQUINONE	1.1478	0.718172
Tyrosylalanine	1.1478	0.282829
Carvedilol	1.1581	0.364546
Indole-3-pyruvic acid	1.1583	0.245514
L-PIPECOLIC ACID	1.1602	0.847559
lamalbid	1.1687	1.158578
Andrastin C	1.1859	0.200184
L-2-Aminoadipic Acid	1.1872	0.485598
"icos-19-ene-1,2,4-triol"	1.1968	0.199269
3(2'-Chlorophenyl)-7-hydroxy-4-phenylcoumarin	1.2004	0.26206
N-Acetylvaline	1.2031	0.403689
"1,2-dihydroxyheptadec-16-yn-4-yl acetate"	1.2046	0.192918
Phosphatidylinositol lyso 18:1	1.2056	0.190777
Phosphatidylethanolamine lyso 17:0	1.2092	0.250658
Phosphatidylethanolamine lyso 18:1	1.2112	0.437338
Glutamine (D)	1.2147	0.673275
Phosphatidylethanolamine lyso 20:3	1.2199	0.284557
Taurodeoxycholic Acid (sodium salt)	1.2302	0.505108
1-Lauroyl-2-Hydroxy-sn-Glycero-3-Phosphocholine	1.2498	0.287712
santin	1.2582	0.461213
trans-10-Heptadecenoic Acid	1.2599	1.436187
Bestatin	1.26	0.812846
ISOPALMITIC ACID	1.2661	0.806625
4-AMINOBUTANOATE	1.27	0.67432
Secoisolariciresinol	1.3108	0.359429
Bialaphos	1.3259	0.379458
Melatonin	1.3366	0.332706
4-Methylphenol	1.3376	0.2849
2'-Deoxyinosine	1.3553	0.858644
N-Acetylalanine	1.3591	0.974489
Phosphatidylethanolamine lyso alkenyl 16:0	1.3672	0.587388
"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one"	1.3677	0.168508
Phosphatidylethanolamine lyso 16:0	1.3687	0.543588
N-Acetylhistamine	1.3975	0.231591
N-Acetylglycine	1.4026	0.543588
Dimethachlor OXA	1.4028	0.25227
PANTOLACTONE	1.4065	0.383126
3-Hydroxymandelic acid	1.4084	0.652885
3-Hydroxytyramine	1.4237	0.427907
Glycerophospho-N-palmitoyl ethanolamine	1.4245	0.661583
Deacetylgedunin	1.4402	0.459671
Hydrocotarnine	1.4406	0.833392
N-Acetyl-DL-norvaline	1.4424	0.335405
N-Arachidonoyl dopamine	1.462	0.328883
Oleoyl sarcosine	1.4705	0.439101
N-Methylthreonine	1.4757	0.977737
PHYSOSTIGMINE SALICYLATE	1.4843	0.326915
Adenosine	1.4925	0.218992
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide"	1.4957	0.575494
13-HOTrE(r)	1.5029	0.41788
Phosphatidylethanolamine lyso alkenyl 18:1	1.5134	0.897635
"7-methoxy-6-(1,2,3-trihydroxy-3-methylbutyl)chromen-2-one"	1.5187	0.338358
CRUSTECDYSONE	1.5256	0.647702
6-Methylnicotinamide	1.5615	0.210998
N-Acetyl-L-methionine	1.5843	0.234197
8-acetamido-2-methyl-7-oxononanoic acid	1.5944	0.190777
Tridecylic acid	1.5944	2.42892
Carnosine	1.5966	0.459008
L-Histidine	1.5999	0.522372
"13,14-Dihydro-15-keto Prostaglandin A2"	1.6283	0.332706
Sulfaquinoxaline	1.6446	0.377071
4-Methyl-5-thiazoleethanol	1.6541	0.339116
PS(18:1/9-HODE)	1.6744	0.326915
Phosphatidylinositol lyso 18:0	1.684	0.459671
pomiferin	1.7028	0.627125
N-ACETYL-DL-METHIONINE	1.7043	0.23554
Flavin mononucleotide (FMN)	1.7291	0.949272
Resolvin E1	1.7446	0.445511
Indole-3-acrylic acid	1.7458	0.491659
Leucylleucyltyrosine	1.761	0.190777
"2,3-dihydroxypropyl 12-methyltridecanoate"	1.7844	0.218992
Valine	1.7937	0.334035
5-Methylcytidine	1.8355	1.041742
Celastrol	1.8588	0.671763
Hecogenin	1.864	1.276208
Uric acid	1.8674	0.708542
Cannabidiolic acid	1.8867	0.500767
Palmitoylcarnitine	1.9121	0.5259
