MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
ACTINONIN	-0.76908	2.072424345
Prostaglandin F2alpha 1-11-lactone	-0.76889	2.734451101
Monocrotaline	-0.76477	2.8755936
"(2S,3S)-(-)-3-Phenylglycidol"	-0.76289	2.525419548
13-HpOTrE	-0.76047	0.78922682
Formononetin	-0.76038	1.8228388
3-Methyladipic acid	-0.75777	1.845119755
"(7R,8R)-7,8-dihydroxy-3,5,7-trimethyl-8H-isochromen-6-one"	-0.75489	1.769602175
Gibberellin A4	-0.75388	3.251532873
Valganciclovir	-0.75289	1.087655699
"3,7-Epoxycaryophyllan-6-One"	-0.75062	2.189169562
(+/-)13-HpODE	-0.75022	0.861634136
"2,3-dinor-8-iso Prostaglandin F2?"	-0.74927	2.042972478
3-hydroxy-C4-homoserine lactone	-0.74566	1.555081246
Alanopine	-0.74466	0.75168336
Alverine Citrate	-0.74414	1.411963717
Limonin	-0.74182	3.027288159
L(+/-)-Alliin	-0.74103	0.588784477
lenticin	-0.73799	3.247191242
"(3S,9aS)-3-benzyl-octahydro-1H-pyrido[1,2-a]pyrazin-1-one"	-0.73578	0.417857062
(R)-baclofen	-0.73542	2.909354042
6-Hydroxynicotinic acid	-0.73499	0.854337529
Coproporphyrin I	-0.73094	0.797920559
cis-Aconitic acid	-0.72915	1.023590407
Piceatannol	-0.71811	0.637140697
Benazepril	-0.71637	0.948693089
"3-(1,2-dihydroxypropyl)-1,6,8-trihydroxyanthracene-9,10-dione"	-0.70989	1.378896453
Trolox	-0.70584	1.100924015
Deoxycholic Acid	-0.70576	1.019810217
Deoxyuridine	-0.70356	0.792150289
4-Phenylbutyric acid	-0.70063	0.876213671
2-Anisic acid	-0.69875	1.005713649
Menaquinone-4	-0.69815	0.847925797
"3,4-Dimethoxycinnamic acid"	-0.69807	0.556799618
pinolidoxin	-0.69704	0.902256941
Difucol Hexamethyl Ether	-0.69663	1.949620244
Diethyloxalpropionate	-0.69478	0.664582221
"18-Aminoabieta-8,11,13-Triene Sulfate"	-0.69316	2.522198883
GUAIAZULENE	-0.69134	2.321627321
L-Phenylalanine	-0.69105	1.687357275
(+/-)8(9)-DiHET	-0.6901	1.766902312
cis-4-Hydroxy-D-proline	-0.68768	0.498215237
Ursocholanic Acid	-0.68698	1.528649604
Pyridoxine	-0.683	1.598186042
N-(9-oxodecyl)acetamide	-0.68268	1.090059053
Fenhexamid	-0.67828	2.847558762
Hexanoylglycine	-0.67711	1.121892015
DL-Tryptophan	-0.67621	0.960189446
isotaxiresinol	-0.67297	0.744100633
"4-(3-hydroxybutyl)-3,5,5-trimethylcyclohex-3-en-1-ol"	-0.67268	0.375810756
Phosphatidylinositol lyso 18:0	-0.66653	0.474281587
Karakoline	-0.66467	2.151934105
2-Naphthalenesulfonic acid	-0.66456	1.462772956
Maleic acid	-0.66013	0.516255843
N-Methylhistamine	-0.65865	0.617226754
Kanakugiol	-0.6567	0.838452327
Arnicolide D	-0.656	0.714690287
Methyl Jasmonate	-0.65561	1.408556942
Ergosterol Peroxide	-0.65335	0.732030841
Irbesartan (Avapro)	-0.65316	0.464199709
Aldosterone	-0.6521	1.130093887
L-Tyrosine	-0.64657	1.329401658
gamma-Glutamylleucine	-0.64533	1.087655699
tetradec-5-ynoic acid	-0.64321	2.478169168
Flunixine	-0.63956	1.654273487
Caryophyllene [T(-)]	-0.63788	1.516056286
Convallatoxin	-0.63664	2.539402811
8-(3-methoxy-2-(methoxycarbonyl)phenyl)octanoic acid	-0.63372	0.729018544
"6-benzyl-4-oxo-1,4-dihydropyridine-3-carboxamide"	-0.62964	0.668248875
"5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-10-enyl]benzene-1,3-diol"	-0.62844	1.84031252
Sinomenine	-0.62834	0.517869925
(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one	-0.62803	0.481591356
Cafestol	-0.62732	1.643572558
Mappain	-0.62688	2.425147245
Picrotin	-0.62329	0.642065153
Lacidipine	-0.62295	0.877423725
3-(5-phenylthiophen-2-yl)prop-2-ynyl Acetate	-0.62176	0.34331738
3-Hydroxypicolinic acid	-0.6214	1.578231599
N-Glycolylneuraminic acid	-0.62031	0.494673625
1-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]ethanone	-0.61624	2.201542724
2-QUINOLINECARBOXYLIC ACID	-0.61582	0.150869393
Monobutyl phthalate	-0.61506	1.463252226
Mono(2-ethylhexyl) phthalate (MEHP)	-0.61213	0.754240644
"Dihydro-4,4-dimethyl-2,3-furandione"	-0.60975	0.517812686
PHOSPHOCHOLINE	-0.6095	2.698904865
Enalapril	-0.60644	0.70692486
Norfenefrine	-0.60625	2.042972478
1H-Benzotriazole-5-carboxylic acid	-0.60493	0.874876727
Maltitol	-0.60451	0.407013167
Syringic Acid	-0.60307	1.276175047
L-Tyrosine methyl ester	-0.60255	2.382224077
Asparagine	-0.60015	0.385609053
Phenylalanine	-0.59829	0.781595801
Prazosin HCl	-0.59737	2.57205971
Lorazepam	-0.59543	0.951014697
5-(4-methyl-5-oxo-2H-furan-3-yl)pentanoic acid	-0.59496	1.259992788
"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one"	-0.59024	1.350782008
Phosphatidylethanolamine lyso alkenyl 16:0	-0.58707	0.540622592
Imidazolelactic acid	-0.58346	0.607092105
Roxatidine acetate HCl	-0.58266	0.56030423
DEOXYRIBOSE	-0.58202	0.554193484
2-Benzothiazolesulfonic acid	-0.57975	1.28396325
7-Hydroxy-3-Methylflavone	-0.57962	2.554863031
Resibufogenin	-0.57913	2.155057093
Dinoseb	-0.57836	2.313220777
KOBUSONE	-0.57808	1.119317859
11-dehydro Thromboxane B2	-0.57559	1.983468059
PILOCARPINE NITRATE	-0.57391	0.543163483
O-Succinylhomoserine	-0.57213	0.318831151
Diflucortolone pivalate	-0.57043	1.241663513
Tretinoin	-0.56844	0.680456742
D-Sedoheptulose 7-phosphate	-0.56613	0.802113232
Flecainide	-0.56323	0.432115309
dehydroabietic acid	-0.55803	1.276175047
Salicylic acid	-0.55577	0.535123129
4-ACETAMIDOBUTANOATE	-0.55469	2.133624038
(+/-)12(13)-DiHOME	-0.55311	1.35835736
Dopamine	-0.5493	1.40030247
Progesterone	-0.54884	0.494673625
"Benzene-1,2,4-triol"	-0.54849	0.797729702
L-Pyroglutamic acid	-0.54741	1.104737719
Gitoxigenin Diacetate	-0.546	0.475967565
2-Methoxyestrone	-0.54527	0.290077391
trans-Cinnamic acid	-0.54405	1.189538966
p-Coumaraldehyde	-0.54401	1.189538966
5-METHYLCYTOSINE HYDROCLORIDE	-0.54213	1.824923279
herniarin	-0.54191	0.942257844
2-acetoxy-6-pentadecylbenzoic acid	-0.54189	0.425135686
11beta-Hydroxyandrosterone	-0.53993	1.494307493
3-Deoxo-3Beta-Hydroxymexicanolide 16-Enol Ether	-0.53828	0.546070408
Nicotinuric acid	-0.53636	0.651247441
12-Cytisineacetamide	-0.53574	2.332649796
Docosanoic Acid	-0.5295	0.72646632
2-methyl-2-(3-pentadecylphenoxy)propanoic acid	-0.5274	0.473195656
4-tert-Octylphenol	-0.52475	1.437207687
Tomelukast	-0.52398	0.848998092
santin	-0.52258	0.486156721
3-Isochromanone	-0.52238	1.212369525
Malformin A2	-0.51711	0.189606164
"1,7-bis(4-hydroxyphenyl)heptane-3,5-diol"	-0.51369	0.558729157
"2',3'-Dideoxyinosine"	-0.51264	0.693896791
13-KODE	-0.50819	1.266802735
2-Mercaptobenzothiazole	-0.5069	1.672089606
L-PIPECOLIC ACID	-0.5069	0.592762103
Marticin	-0.50357	0.378418704
LIGUSTILIDE	-0.50015	1.101801555
trans-3-Indoleacrylic acid	-0.49869	0.827221985
"2,6-dihydroxyanthraquinone"	-0.49454	0.782489736
Phosphatidylethanolamine lyso 22:6	-0.49435	0.280701867
1-Hydroxy-2-naphthoic acid	-0.49381	0.523182858
Thymol	-0.49281	0.876703827
L-Methionine sulfoxide	-0.48878	1.692867809
geniposide	-0.48814	0.490004908
3-Hydroxytyramine	-0.48807	1.042359196
Valsartan acid	-0.48706	0.82139711
N-acetyl-2-phenylethylamine	-0.48618	0.518915848
DIGOXIGENIN	-0.48583	0.301108176
Perillartine	-0.48553	2.133624038
Isorhamnetin	-0.48463	0.526907359
"N-(2,5-dioxocyclopentyl)acetamide"	-0.48437	0.634961518
PHOSPHO(ENOL)PYRUVIC ACID	-0.48414	1.704806884
Indole-3-pyruvic acid	-0.48153	0.484311565
Histamine-trifluoromethyltoluide	-0.48088	0.412188048
2-O-Methyladenosine	-0.47954	0.459520363
D-Gluconic acid	-0.47855	0.659397268
Erythronolactone	-0.47368	0.356655911
Cytidine	-0.46863	1.846063246
DL-Dipalmitoylphosphatidylcholine	-0.46567	1.626848833
12a-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE	-0.46503	2.022089003
ASCORBIC ACID	-0.46278	0.704410911
Glycine	-0.46225	1.059877148
1-Lauroyl-2-Hydroxy-sn-Glycero-3-Phosphocholine	-0.46144	0.316358691
"3,5-Dimethoxybenzoic acid"	-0.46081	0.648744966
"16-Heptadecyne-1,2,4-triol"	-0.45908	1.025640314
4-Hydroxybenzaldehyde	-0.45834	0.760950907
Metaxalone	-0.4568	0.242938172
Cnidioside A	-0.45242	0.618812693
2'-Deoxycytidine 5'-monophosphate (dCMP)	-0.45132	0.250456919
"1,5-Anhydro-D-glucitol"	-0.45059	0.415431336
Hydroxyvalerenic Acid	-0.44997	0.481617684
Strophanthidin	-0.44389	0.660986055
P-Toluenesulfonic acid	-0.44383	0.434955424
terrein	-0.44292	0.474022786
Riboflavin	-0.44073	0.963450946
N-Arachidonoyl dopamine	-0.43833	0.262934642
"4,6-dinitro-o-cresol"	-0.43677	0.823156615
Ethyl myristate	-0.43033	0.847039326
Dichlorprop	-0.42836	1.696760731
Phosphatidylinositol 16:0-18:1	-0.42764	0.288133745
Mimosine	-0.42707	0.448037934
salicin	-0.42508	0.116225039
2'-Deoxyuridine-5-monophosphate	-0.41608	0.364234857
(+)-ar-Turmerone	-0.41403	0.644893447
Azelaic acid	-0.4129	0.238132276
3-oxo-C8-homoserine lactone	-0.40787	0.334381491
Glimepiride	-0.40381	0.521953237
Trehalose	-0.40346	0.249507033
Kawain	-0.40033	0.538621544
5-(hydroxymethyl)-3-(1-hydroxy-4-methylpentyl)oxolan-2-one	-0.39914	0.744100633
Phosphatidylethanolamine lyso alkenyl 18:1	-0.39495	0.324606647
1-AMINOCYCLOPROPANE-1-CARBOXYLATE	-0.3947	0.491012661
3Beta-Acetoxydeoxodihydrogedunin	-0.39183	0.841818502
Scaposin	-0.39136	0.183997462
4-methylumbelliferone	-0.38688	0.535123129
3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE	-0.38431	0.610036964
angoletin	-0.38387	0.805125052
5-Methyluridine	-0.38333	0.208498826
4-Methylcatechol	-0.38089	0.307778986
Lovastatin	-0.38049	0.437849941
"(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid"	-0.37423	0.238651106
FAHFA 36:2	-0.37137	0.130967867
Phenylpyruvic acid	-0.36785	0.427163236
"(5S)-5-hydroxy-1,7-diphenylheptan-3-one"	-0.36364	0.301908158
(5Z)-3-aminonon-5-enoic acid	-0.35895	0.315298231
Anthranilic acid	-0.35509	0.373649366
Lumazine	-0.35324	0.31732254
Pyruvic acid	-0.34815	0.155050886
N-Methylanthranilic Acid	-0.34805	0.477164686
"3,5-dihydroxydecanoic acid"	-0.345	0.578593525
"1,3,6-trihydroxy-2-(3-methylbut-2-enyl)xanthen-9-one"	-0.34263	0.17085067
2'-O-Methylinosine	-0.34254	0.399005336
Sulcatol	-0.33683	0.473699501
"4-Hydroxy-2',4',6'-trimethoxychalcone"	-0.33438	0.341178041
L-(-)-Methionine	-0.32979	0.672293769
N-Acetyl-alpha-D-glucosamine	-0.32706	0.20059052
Sulfanilic acid	-0.31372	0.405342313
"5-hydroxy-3,7-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one"	-0.30421	0.233557408
Carylophyllene Oxide	-0.30222	0.538636555
3-(8-hydroxyoctyl)phenol	-0.29913	0.331381155
Leucylproline	-0.29231	0.3199275
Sinapoyl aldehyde	-0.28464	0.535167802
wogonin	-0.28362	0.490004908
"1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-one"	-0.27974	0.128409553
Serine	-0.27826	0.383062605
Methotrexate	-0.27674	0.511731385
(-)-Camphanic acid	-0.27322	0.566790391
4-Hydroxymandelonitrile	-0.273	0.353086791
N-Acetyl-DL-norvaline	-0.27267	0.17085067
L-Lysine	-0.2723	0.159561408
2-Oxindole	-0.27211	0.158559185
Arachidonic acid	-0.25925	0.298803439
Biliverdin	-0.25711	0.083614491
"2,2-Bis(hydroxymethyl)propionic acid"	-0.25549	0.358833376
D-alpha-Hydroxyglutaric acid	-0.2524	0.543254505
4- Carboxyphenylglycine	-0.2517	0.080587159
15-OxoEDE	-0.24991	0.288361462
Sucrose	-0.24882	0.327874422
Phosphatidylinositol 16:0-18:2	-0.24698	0.448037934
Isoamylamine	-0.24509	0.297397159
D-(+)-Malic acid	-0.24355	0.078969362
O-geranylconiferyl alcohol	-0.23723	0.468993955
L-Norleucine	-0.23209	0.394425624
Kinetin	-0.22859	0.203182918
L-Glutamic acid	-0.22519	0.318831151
Trachelanthine	-0.22371	0.289823378
Carnosine	-0.21791	0.414279899
Porphobilinogen	-0.21727	0.337393254
Deacetoxy-7-Oxogedunin	-0.21539	0.051093354
"1',2'-dihydro-2',6-dihydroxyrotenone"	-0.20938	0.111753092
L-Isoleucine	-0.20022	0.19277626
gamma-Glutamylmethionine	-0.19531	0.180423165
Docosahexanoic acid	-0.19513	0.288969292
Melatonin	-0.1928	0.312301635
Paeonol	-0.19021	0.253365801
"(2R)-2,3-Dihydroxypropanoic acid"	-0.19014	0.22903023
trans-3-Hexenoic acid	-0.18963	0.194886714
Meprednisone	-0.18112	0.149936073
"3,7-Epoxycaryophyllan-6-Ol"	-0.17597	0.189666651
DL-Homoserine	-0.17227	0.282246307
Xylose	-0.16446	0.136861605
3-[(4-chlorobenzoyl)amino]propanoic acid	-0.15089	0.470377182
N-Acetyldopamine	-0.14647	0.163644231
L-Threonic acid	-0.14539	0.127703843
Tagatose	-0.13712	0.137141429
"N3,N4-Dimethyl-L-arginine"	-0.12149	0.179844535
N-Oleyl-Leucine	-0.12098	0.041660728
N-Oleoyl Dopamine	-0.12032	0.043850787
D-(+)-Pyroglutamic Acid	-0.11925	0.163637901
N-alpha-L-Acetyl-arginine	-0.11229	0.081791366
N-Acetyl-L-tyrosine	-0.112	0.13443413
Mevalonic acid	-0.11187	0.067100267
Isotretinoin	-0.10547	0.217900198
5-Methoxysalicylic acid	-0.1052	0.052708452
Medroxyprogesterone	-0.10012	0.104080455
TRIGONELLINE	-0.099499	0.118615343
18-beta-Glycyrrhetinic acid	-0.096832	0.06865911
3-Hydroxy-3-methylglutaric acid	-0.082246	0.107104362
Prostaglandin K2	-0.081334	0.048905443
8-(2-hydroxy-3-methoxy-3-methylbutyl)-7-methoxychromen-2-one	-0.078503	0.067100267
4-Methyl-2-oxovaleric Acid	-0.077475	0.06838451
Estriol	-0.076504	0.086117302
Indole	-0.07622	0.078740227
3-Hydroxymandelic acid	-0.068401	0.04894433
p-Benzoquinone	-0.065512	0.075038787
Lincomycin	-0.064484	0.078740227
Taurine	-0.063991	0.018629958
"6,8-Diprenylnaringenin"	-0.054372	0.041015881
Biotin	-0.04995	0.032124554
L(+)-Ornithine	-0.043939	0.038716573
DL-Alanine	-0.038371	0.068267604
ADONITOL	-0.037301	0.059448653
rhein	-0.028728	0.029341697
Citrulline	-0.025027	0.0238335
GLYCOCHOLATE	-0.024652	0.006576997
D-Glucosamine	-0.014487	0.018629958
Levulinic acid	-0.012065	0.009279418
Malonic acid	-0.009741	0.006916639
"4-methyl-5-oxo-2-pentyl-2,5-dihydrofuran-3-carboxylic acid"	-0.0097075	0.006506455
Ethyl-beta-glucuronide	-0.0051097	0.006444741
L-alpha-Phosphatidylethanolamine (Soy)	0.0057639	0.002867101
"1,4-dihydroxyheptadec-16-en-2-yl acetate"	0.0094045	0.002880216
DL-Glutamine	0.0095766	0.010163228
DL-Coniine	0.013979	0.011075569
L-Cysteine-S-sulfate	0.016722	0.006634321
Cyclo-prolylglycine	0.018505	0.009772175
2-Oxobutyric acid	0.029312	0.045405372
2'-Deoxyinosine	0.0321	0.045366801
Cynaroside	0.032976	0.010145445
MONO-METHYL GLUTARATE	0.037412	0.047784094
Acamprosate	0.038485	0.036316038
Meglutol	0.042915	0.054841736
Droperidol	0.04287	0.029030493
3-Methylglutaric acid	0.04799	0.037640137
(9cis)-Retinal	0.061716	0.083083051
Dimethachlor OXA	0.062421	0.029606628
Quebrachitol	0.067849	0.068633676
Citrinin	0.074376	0.094808776
3Alpha-Hydroxy-3-Deoxyangolensic Acid Methyl Ester	0.076398	0.059314213
Lipoic acid reduced	0.079963	0.122692017
Prolylglycine	0.088331	0.117299048
NALPHA-ACETYL-L-LYSINE	0.093532	0.072142228
7-Methylsulfenylheptyl isothiocyanate	0.094841	0.113323188
Carvedilol	0.10392	0.133759934
Roquefortine C	0.10442	0.070325682
N-Acetylphenylalanine	0.10611	0.10509715
"13,14-Dihydro-15-keto Prostaglandin A2"	0.11145	0.056273065
"9-Oxo-10(E),12(E)-octadecadienoic acid"	0.11344	0.10851272
"5-Hydroxy-2',4',7,8-Tetramethoxyflavone"	0.11373	0.06865911
Primidone (Mysoline)	0.11505	0.067100267
(4-chloro-2-methylphenoxy)acetic acid	0.12394	0.103556461
Hypoxanthine	0.12938	0.17085067
Hydrocotarnine	0.14122	0.162822063
onopordopicrin	0.14798	0.111871074
Alanine	0.15009	0.221508685
"3-[(Z)-heptadec-10-enyl]benzene-1,2-diol"	0.15124	0.351386318
DEOXYCYTIDINE	0.15578	0.12203004
Phosphatidylethanolamine lyso 18:1	0.15769	0.12819947
"1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one"	0.15848	0.284933069
"PS(18:0/17,18-EpETE)"	0.15951	0.205302873
Galacturonic acid	0.15996	0.041144774
Lignoceric acid	0.16067	0.216310764
Nicotinamide	0.16581	0.268234008
Prunin	0.17253	0.056480753
N-acetyl-O-methyltyrosine	0.17409	0.149464037
N-ALPHA-ACETYL-L-ASPARAGINE	0.17446	0.178362031
Urocanic acid	0.17598	0.297018328
Bezafibrate	0.18692	0.135423661
5-Aminovaleric acid	0.19164	0.209531865
4-AMINOBUTANOATE	0.19164	0.238651106
4-Acetamidobutanoic acid	0.19319	0.164157294
Dihydrocoumarin	0.19526	0.094279656
5-Ethyl-2'-deoxyuridine	0.19702	0.208477769
Hecogenin	0.19963	0.155454486
O-ACETYL-L-CARNITINE	0.20219	0.319202331
Tiglic acid	0.20343	0.28582118
Phosphatidylethanolamine lyso 20:0	0.20832	0.212511187
N-Formylmethionine	0.211	0.196017406
"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid"	0.21768	0.55458263
Fusaproliferin	0.22041	0.17085067
Glycyl-L-proline	0.22071	0.256474557
osajin	0.22084	0.210419288
Choline	0.22124	0.241534737
Ribose	0.22697	0.355275914
N-Acetylvaline	0.23426	0.30793781
Quinolinic acid	0.23884	0.242141072
"2,3-Dideoxyuridine"	0.24167	0.23445065
Prolylleucine	0.24518	0.152316314
"N6,N6,N6-Trimethyl-L-lysine"	0.24675	0.183321311
13-HOTrE(r)	0.25853	0.147385835
Phosphatidylethanolamine lyso 16:0	0.27219	0.217083275
Indole-3-acrylic acid	0.281	0.271151323
5alpha-Dihydrotestosterone	0.28993	0.22425124
Oleoyl-L-alpha-lysophosphatidic acid	0.29763	0.65904059
N-Acetylcysteine	0.30222	0.275429238
Glycylproline	0.31112	0.392705856
GLYCOCHENODEOXYCHOLIC ACID	0.3119	0.138453642
Resolvin E1	0.31378	0.169148397
"DL-alpha,epsilon-Diaminopimelic acid"	0.3146	0.415544386
Xanthohumol	0.3171	0.387724883
cyclopenin	0.32046	0.282246307
Phosphatidylethanolamine lyso 20:4	0.32325	0.240929248
Laudanosine	0.32647	0.397961724
"15-Deoxy-delta12,14 -Prostaglandin J2"	0.32698	0.277522386
Anabasine Hydrochloride	0.32936	0.171385211
8-Oxo-2-deoxyadenosine	0.33214	0.255167419
5-HYDROXY-L-TRYPTOPHAN	0.33493	0.457386172
Deacetylgedunin	0.33531	0.186265601
3-Deoxycaryoptinol	0.34313	0.22947199
"(5E)-2-heptyl-3,4,7-trihydroxy-2,3,4,7,8,9-hexahydrooxecin-10-one"	0.34695	1.158596727
Ornithine	0.35965	0.555939582
3-hydroxy-C10-homoserine lactone	0.36048	0.213206002
Glycodeoxycholic Acid (hydrate)	0.36095	0.155075713
Monobenzyl phthalate	0.36151	0.468930023
Andrastin C	0.37528	0.127680533
Harmane	0.38119	0.141108053
Docosatrienoic acid	0.39828	0.497095146
Methioninesulfoxide	0.40206	1.721154978
Valylproline	0.40539	0.301890751
Protoporphyrin IX	0.41205	0.37593459
URSODIOL	0.41219	0.417845695
aurapten	0.4225	0.643152249
4-Chlorophenol	0.42454	0.394619525
Mannitol	0.43827	0.220482872
(+/-)9(10)-DiHOME	0.44057	0.527492208
Glycerophospho-N-palmitoyl ethanolamine	0.44927	0.501537814
Taurochenodeoxycholic Acid (sodium salt)	0.45439	0.143035603
"Cholest-4,6-Dien-3-One"	0.45881	0.577968569
10-Hydroxydecanoic acid	0.46157	0.836838625
D-PANTOTHENIC ACID	0.46274	0.82713447
(+/-)9-HODE	0.46295	0.203217588
1-METHYLNICOTINAMIDE	0.47071	0.3408828
"9-hydroxy-10,12-octadecadienoic acid"	0.47148	0.283145605
Cyclo(proline-leucine)	0.47169	0.336600642
"2,4-bis(3-methylbut-2-enyl)-5-pentylbenzene-1,3-diol"	0.48231	0.287156761
L-METHIONINE	0.49716	0.789868832
"9-(2,3-dihydroxypropoxy)-9-oxononanoic acid"	0.51053	0.140195455
Threonine	0.51148	0.876703827
Stearamide	0.51705	0.293017797
5-Methylcytidine	0.51958	1.222732714
CRUSTECDYSONE	0.52149	0.543254505
Corynanthine	0.52276	0.472382986
L-Aspartic acid	0.54488	0.543254505
pomiferin	0.54783	0.336233135
8-acetamido-2-methyl-7-oxononanoic acid	0.55373	0.22778101
Phosphatidylinositol lyso 20:4	0.56089	0.282063344
Proline-hydroxyproline	0.57354	0.424304235
2-Methylbutyl beta-D-glucopyranoside	0.57875	0.494673625
N-Acetylneuraminic acid	0.59941	0.576836076
3-hydroxy-C8-homoserine lactone	0.6034	0.422761038
"8Z,11Z,14Z-Eicosatrienoic acid"	0.60843	0.72090367
cordycepin	0.61087	0.523646677
L-Alanyl-L-proline	0.6325	0.493846875
L-Valine	0.63691	0.963450946
Aspartame	0.63851	0.63425002
L-GLUTAMINE	0.65229	0.573683971
Hydrocortisone	0.65414	0.66330017
alpha-Aspartylphenylalanine	0.65817	0.506862734
DL-4-Hydroxyphenyllactic acid	0.66295	0.430146407
Docosatetraenoic acid	0.66632	1.227942472
ALPHA-AMINOADIPATE	0.66981	0.358000691
Riluzole	0.68373	0.608253556
L-(+)-Lysine	0.68855	0.754240644
Phenyl-beta-glucopyranoside	0.69168	0.835438971
4-Methyl-5-thiazoleethanol	0.70293	0.355207029
hydroquinidine	0.73581	0.902534446
2'-O-Methyluridine	0.75419	0.541105427
Nor-9-carboxy-delta9-THC	0.77181	0.72090367
Tebufenozide	0.7957	0.477894988
D-(+)-Proline	0.80611	0.459883344
Mepacrine	0.81043	0.520036201
Chloridazon	0.81166	0.655195244
5-O-methyllicoricidin	0.82228	2.166355743
Adenosine 5'-monophosphate	0.83218	0.918544672
Gibberellin A7	0.83541	0.294187585
4-Oxoproline	0.83895	0.949079163
(Z)-2-octylpent-2-enedioic acid	0.85235	0.692717953
L-Serine	0.86344	1.483491068
"2,3',4,6-Tetrahydroxybenzophenone"	0.86525	0.318288532
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide"	0.87373	0.690093164
N-Acetyl-L-methionine	0.90318	1.437849941
Valine	0.91888	0.964930656
Xanthine	0.93508	1.211789192
N-Acetylalanine	0.93877	2.157471886
Allantoin	0.94345	0.794931036
Citric acid	0.94645	1.051909941
"2-Hydroxy-3,4-Dimethoxybenzoic Acid"	0.95128	0.620187044
N-Methylthreonine	0.96584	2.395795554
N-ACETYL-DL-METHIONINE	0.96676	1.455274807
Theanine	0.96703	1.065946171
"1,2-dihydroxyheptadec-16-en-4-yl acetate"	0.96764	0.935055574
Tricosanoic acid	0.96801	1.150592872
N-Acetyl-D-alloisoleucine	0.97021	1.09229849
Desoxycortone	0.97078	1.594739038
Upsilon-Aminobutyric acid (GABA)	0.98602	1.780022743
CHENODIOL	0.99475	0.216954428
4-nitroquinoline 1-oxide	1.003	0.51215488
Tyrosylalanine	1.0047	1.09229849
"[1-(3,5-dihydroxyphenyl)-12-hydroxytridecan-2-yl] acetate"	1.005	1.110552623
"9,10-DiHOME"	1.0091	1.471906412
7-Hydroxymitragynine	1.0267	0.737453993
DL-beta-Hydroxybutyric acid	1.0313	0.68131073
Estrone	1.0555	1.845210971
Uric acid	1.0714	0.885389016
Deoxynivalenol 3-glucuronide	1.0921	1.471996535
Linoleic acid	1.1003	2.754043394
COLFORSIN	1.1073	0.806096597
N-Acetylglycine	1.1113	0.937944753
(+/-)15-HETE	1.1536	1.349556478
Calcitriol	1.1828	0.802168307
Salvinorin B	1.1915	0.627419365
Cotarnine Chloride	1.1968	1.625178362
L-2-Aminoadipic Acid	1.1997	0.573683971
2-Hydroxyisovaleric acid	1.2236	0.890185304
N-Acetylmannosamine	1.2414	2.028135284
Azaserine	1.257	1.223291554
Glutamine (D)	1.2631	0.650372846
Secoisolariciresinol	1.2776	1.411963717
Isosakuranin	1.2837	0.225680154
L-(+)-Lactic acid	1.3034	0.70445489
3-[3-(beta-D-Glucopyranosyloxy)-2-hydroxyphenyl]propanoic acid	1.3035	1.845210971
lamalbid	1.3353	2.028135284
Taurodeoxycholic Acid	1.3393	0.390555005
trans-4-Phenyl-4-piperidinocyclohexanol	1.3408	0.537063212
Alfuzosin	1.3421	3.247191242
Creatinine	1.3564	1.891401154
Upsilon-L-Glutamyl-L-glutamic acid	1.3578	0.72646632
Humulone	1.3716	0.497900773
Eicosenoic acid	1.3754	1.173853901
Phosphatidylglyceride 18:2-22:6	1.383	0.607883666
Taurocholic acid	1.3837	0.383839687
Bialaphos	1.3867	1.791612396
Garcinolic Acid	1.3905	0.642865907
Phosphatidylethanolamine lyso 20:3	1.3996	1.163308852
Metolachlor OXA	1.4245	1.037758556
Oleic	1.4367	0.8249523
"N,N-Diethylethanolamine"	1.4509	1.117532385
salviaflaside	1.4599	1.747632486
Alanyltyrosine	1.4773	1.522806369
L-Histidine	1.4788	1.197062163
3-Hydroxybutyric acid	1.5047	1.309883696
N-Acetylornithine	1.5064	2.008738473
"3,14-dihydro-15-keto-tetranor Prostaglandin E2"	1.5294	2.150949309
Kanosamine	1.5678	1.259992788
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	1.578	1.449710483
Methyl-beta-galactopyranoside	1.5786	2.12323963
13(S)-HOTrE	1.5849	1.276175047
Sulfaquinoxaline	1.5893	0.462558717
Ala-Ile	1.5982	1.589391457
"1,4-Androstadiene-3,17-dione"	1.6156	3.091038055
Cannabidiolic acid	1.6695	2.084484087
2'-Deoxyadenosine	1.6766	1.522806369
(+/-)9-HpODE	1.6838	1.293777374
O-7460	1.7314	1.154939187
