MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
1-(2-Chlorophenyl)piperazine (o-CPP)	-0.26461	0.162752566
4-hydroxy-8-methoxy-5-methyl-3-(3-methylbut-2-enyl)chromen-2-one	-0.26271	0.222768981
4-Aminophenol	-0.26	0.209236461
Indapamide	-0.25589	0.141186193
2'-Deoxyadenosine	-0.25384	0.325726886
Seneciphyllin	-0.2528	0.177191416
Diffractaic Acid	-0.25251	0.17086998
"3-Hydroxy-3',4',5'-trimethoxyflavone"	-0.25239	0.080477376
Succinic acid	-0.24702	0.109014821
cirsimaritin	-0.24562	0.093546432
Ala-Phe	-0.24304	0.190777078
1-Methyladenine	-0.24179	0.170741267
3-Hydroxybenzoic acid	-0.24053	0.187307187
"7-methoxy-6-(1,2,3-trihydroxy-3-methylbutyl)chromen-2-one"	-0.23691	0.079469713
"3,4-Dihydroxyphenylacetic acid"	-0.23686	0.171185486
[1-hydroxy-1-(4-methoxyphenyl)propan-2-yl] 4-methoxybenzoate	-0.23621	0.174983052
"N-(2,5-dioxocyclopentyl)acetamide"	-0.2349	0.186392327
N-Methylthreonine	-0.23373	0.318369881
cis-4-Hydroxy-D-proline	-0.23257	0.252479438
N-Acetylaspartic acid	-0.23169	0.118102026
L-(-)-Methionine	-0.22782	0.278016361
Moclobemide	-0.22753	0.318505498
coniferin	-0.22398	0.17560729
4-Vinylphenol	-0.22207	0.123597393
Salsolidine	-0.22138	0.149647886
N-Acetyl-DL-norvaline	-0.21821	0.165058201
3-Phosphoglyceric acid	-0.21801	0.146271377
Telmisartan	-0.21563	0.096524748
wogonin	-0.21562	0.263946287
Benzyl cinnamate	-0.21213	0.112945622
Cnidioside A	-0.21194	0.101664323
Phosphatidylethanolamine lyso 20:4	-0.21055	0.108959003
Oleoyl ethanolamide	-0.2095	0.19205252
"13,14-Dihydro-15-keto-tetranor prostaglandin F1alpha"	-0.20669	0.144583827
L(+)-Ornithine	-0.20664	0.247767112
N-Tigloylglycine	-0.20648	0.05603583
Valsartan acid	-0.20391	0.23015023
Taurocholic acid	-0.20129	0.083572373
Phosphatidylethanolamine lyso 20:0	-0.20111	0.084705717
L(-)-Carnitine	-0.19972	0.199502873
3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE	-0.19517	0.196215239
Quercetin	-0.19189	0.064165373
Docosahexaenoyl Ethanolamide	-0.18842	0.133842673
Acamprosate	-0.18673	0.069504338
3-Methyladipic acid	-0.1851	0.08159218
Citrinin	-0.18427	0.32561657
Ramipril	-0.18203	0.121059048
6-Hydroxycaproic acid	-0.17938	0.135435525
Threonine	-0.17932	0.171282115
Hordenine	-0.17699	0.289603354
Gibberellin A4	-0.17578	0.506486184
L-Cysteine-S-sulfate	-0.17392	0.032161967
abscisic acid	-0.17345	0.094063873
N-Methylhistamine	-0.17123	0.136177691
7-Deacetylkhivorin	-0.16679	0.069830649
Aldosterone	-0.16491	0.098176741
S-Adenosyl-homocysteine	-0.16466	0.185193244
GLYCOCHOLATE	-0.16242	0.059144977
DL-Homoserine	-0.1528	0.221284533
Acetylcholine	-0.15066	0.157066409
"5-Hydroxy-2',4',7,8-Tetramethoxyflavone"	-0.15009	0.064976673
Sulcatol	-0.14641	0.253062368
Thymol-beta-D-glucoside	-0.14592	0.23665438
alpha-Lactose	-0.14556	0.101050052
LITHOCHOL-11-ENIC ACID	-0.14464	0.064628787
rhein	-0.14415	0.068694719
Urocanic acid	-0.13856	0.050093052
Propylparaben	-0.13727	0.042206011
NALPHA-ACETYL-L-LYSINE	-0.13692	0.087554741
9-HPODE	-0.13285	0.219646678
"Deoxysappanone B 7,3'-Dimethyl Ether"	-0.13111	0.079469713
13-HOTrE(r)	-0.12877	0.113086467
Maleic acid	-0.12479	0.100370979
"4-Hydroxy-2',3,4',6'-tetramethoxychalcone"	-0.12378	0.071046274
2-Methoxy-4-vinylphenol	-0.12134	0.079469713
Docosatetraenoic acid	-0.11987	0.080791116
Cetirizine N-Oxide	-0.11891	0.054684085
"DL-alpha,epsilon-Diaminopimelic acid"	-0.11797	0.100370979
"(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid"	-0.11719	0.076341578
5-Aminovaleric acid	-0.11491	0.069794947
Valaciclovir	-0.11344	0.088309841
Menaquinone-4	-0.11338	0.064976673
Glycyl-L-proline	-0.11195	0.083072534
Calcitriol	-0.10897	0.177191416
Shanzhiside methyl ester	-0.10852	0.093368704
Enterolactone	-0.10823	0.048356543
2-decyl-3-hydroxypentanedioic acid	-0.10758	0.061940831
2-Anisic acid	-0.10514	0.096524748
cordycepin	-0.103	0.177308989
dihydroferulic acid	-0.10275	0.029383517
(Z)-2-octylpent-2-enedioic acid	-0.1015	0.121059048
"1,4-dihydroxyanthraquinone"	-0.10148	0.033290534
"3,7-Epoxycaryophyllan-6-Ol"	-0.10003	0.087352894
Pyridoxamine	-0.099546	0.05774385
L-Aspartic acid	-0.099402	0.052835958
3-DEHYDROSHIKIMATE	-0.097123	0.082069332
L-(+)-Lysine	-0.096636	0.060475756
L-Tyrosine	-0.096576	0.064628787
(E)-2-decylpent-2-enedioic acid	-0.094193	0.052919347
Mycophenolic acid	-0.093885	0.060700446
Docosahexanoic acid	-0.093409	0.100370979
N-Acetylmuramic Acid	-0.093265	0.042009822
5-Hydroxytryptophan	-0.092864	0.046105065
4-Acetamidobutanoic acid	-0.09108	0.042397501
Oleoyl sarcosine	-0.08976	0.064976673
Azaserine	-0.087477	0.043850787
Glycerophospho-N-palmitoyl ethanolamine	-0.084127	0.089087584
Phosphatidylethanolamine lyso alkenyl 18:0	-0.084095	0.060101529
Glimepiride	-0.084033	0.0401671
Hinokitiol	-0.083466	0.070494224
Hecogenin	-0.080533	0.089146237
Andrastin C	-0.07658	0.042009822
L-Valine	-0.075872	0.054950154
Droperidol	-0.075029	0.019147061
2-hydroxy-6-pentadecylbenzoic acid	-0.072882	0.041240275
3-[(1-Carboxyvinyl)oxy]benzoic acid	-0.071943	0.042397501
"5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-8-enyl]benzene-1,3-diol"	-0.071825	0.074749808
Beta-Caryophyllene Alcohol	-0.070284	0.048779086
Gyromitrin	-0.068306	0.038859033
Phomalone	-0.067071	0.098367342
Sinomenine	-0.0658	0.0138107
3-Methylcrotonylglycine	-0.065337	0.075855159
Methylgallate	-0.063013	0.013322298
"2',4',6'-Trihydroxydihydrochalcone"	-0.062663	0.026032091
4-Hydroxybenzotriazole	-0.062269	0.039429341
4'-Methoxyacetophenone	-0.061714	0.024209874
asterric acid	-0.058985	0.117026032
"(5E,8Z)-4,7-dihydroxy-2-methyl-2,3,4,7-tetrahydrooxecin-10-one"	-0.055736	0.060700446
Resibufogenin	-0.051359	0.023439116
Phosphatidylinositol 16:0-18:2	-0.050326	0.014771182
17alpha-Ethynylestradiol	-0.048995	0.060216258
DL-beta-Leucine	-0.047423	0.015148774
3-hydroxy-C10-homoserine lactone	-0.044775	0.069489048
Phosphatidylethanolamine lyso alkenyl 16:0	-0.044738	0.023187082
4-methylumbelliferone	-0.044688	0.027265037
Aspartame	-0.044044	0.014771182
(+)-ar-Turmerone	-0.036758	0.019147061
Citric acid	-0.036626	0.009545704
"1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one"	-0.036407	0.02081141
octadec-9-ynoic acid	-0.036391	0.054718566
LysoPhosphatidylcholine	-0.034888	0.019519394
N-Acetyldopamine	-0.032301	0.048356543
N-Benzylformamide	-0.032146	0.023173338
Monobenzyl phthalate	-0.031996	0.012838918
"(2S,3S)-(-)-3-Phenylglycidol"	-0.029467	0.024209874
Salicylic acid	-0.02792	0.010581332
RICININE	-0.026348	0.02081141
DL-Alanine	-0.024019	0.029885678
3-Methylglutaric acid	-0.018055	0.010848417
8-Isoprostaglandin F1beta	-0.017265	0.007238883
(+/-)9-HODE	-0.014959	0.013322298
1-Chlorobenzotriazole	-0.013368	0.008481539
Dodecylbenzenesulfonic acid	-0.012208	0.006982834
norlichexanthone	-0.012214	0.010158782
Oleic	-0.01094	0.012101459
Roccellic Acid	-0.01086	0.009932109
Nitrendipin	-0.010657	0.010265492
maesopsin	-0.010474	0.008043329
Corynanthine	-0.0096668	0.005911715
"methyl 3-(3,4-dihydroxy-5-phenyloxolan-2-yl)-3-hydroxypropanoate"	-0.0044018	0.002019816
Anabasine Hydrochloride	-0.0042619	0.001945648
Cannabidiolic acid	-0.0034245	0.001117574
Valine	0.00092937	0.000295421
Lorazepam	0.0008147	0.000217202
Adenosine 5'-monophosphate	0.010517	0.005823675
Prazosin HCl	0.012533	0.015400685
Beauverolide I	0.013588	0.010794987
Taurochenodeoxycholic Acid (sodium salt)	0.015384	0.006427109
gardenoside	0.015907	0.011334043
Xanthine	0.016364	0.008640997
Dronedarone	0.016823	0.010309963
3-Amino-Beta-Pinene	0.020823	0.036916111
Indole-3-acrylic acid	0.021659	0.030500219
4-oxo-5-phenylpentanoic acid	0.022108	0.021764686
"9-(2,3-dihydroxypropoxy)-9-oxononanoic acid"	0.023995	0.017638298
2-(8-hydroxyoctyl)-6-methoxybenzoic acid	0.024608	0.018580094
Tyrosylalanine	0.026088	0.018312743
N-Isovalerylglycine	0.026401	0.008246887
Allantoin	0.028529	0.026724327
5-(hydroxymethyl)-3-(1-hydroxy-4-methylpentyl)oxolan-2-one	0.029357	0.022139271
Paeonol	0.03029	0.012333735
3-Deoxycaryoptinol	0.033855	0.049372311
"11(Z),14(Z)-Eicosadienoic acid"	0.035771	0.01466785
L-Proline	0.038323	0.031064314
Glycyl-L-leucine	0.038372	0.02081141
Zeranol	0.040318	0.019396762
"3,5-Dimethoxybenzoic acid"	0.041039	0.019174294
Dihydrocoumarin	0.046258	0.027302033
Eupatilin	0.046865	0.015895936
"6,8-Diprenylnaringenin"	0.047284	0.066619021
2-Naphthalenesulfonic acid	0.048889	0.068694719
Deoxynivalenol 3-glucuronide	0.05017	0.0401671
2-Benzothiazolesulfonic acid	0.054394	0.068694719
(5E)-7-methylidene-10-oxo-4-(propan-2-yl)undec-5-enoic acid	0.055432	0.080791116
L-ARABITOL	0.059415	0.045246289
L-kynurenine	0.063137	0.045246289
L-Pyroglutamic acid	0.067653	0.13017007
D-(+)-Proline	0.068464	0.041311914
Butylparaben	0.069056	0.063039124
Deoxycholic Acid	0.070342	0.041751561
12a-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE	0.071729	0.054841736
Celastrol	0.073775	0.035259658
PHOSPHO(ENOL)PYRUVIC ACID	0.076325	0.059135024
DL-Stachydrine	0.077948	0.054684085
Milbemectin A4	0.078444	0.049771493
Hexanoic acid	0.078599	0.059135024
"2-Amino-1,3,4-octadecanetriol"	0.07974	0.019147061
PUTRESCINE DIHYDROCHLORIDE	0.080549	0.043461808
Rhodinyl Acetate	0.081445	0.038246786
Tiglic acid	0.086027	0.11017186
4-Hydroxy-6-methyl-2-pyrone	0.086815	0.024095091
Creatine	0.09726	0.091627591
Oleamide	0.097344	0.0709849
5-METHYLCYTOSINE HYDROCLORIDE	0.099965	0.1514045
"2,4-Dinitrophenol"	0.10232	0.094063873
8-(3-methoxy-2-(methoxycarbonyl)phenyl)octanoic acid	0.1027	0.05962299
Stearamide	0.10368	0.14322279
N-ACETYLNEURAMINATE	0.1048	0.104400678
Valganciclovir	0.10597	0.088576035
2-Arachidonoyl glycerol	0.10603	0.065784437
N-ACETYL-L-ASPARTIC ACID	0.10919	0.098176741
Coumafuryl	0.10938	0.049771493
Bezafibrate	0.10962	0.047507842
2-Keto-4-methylthiobutyric acid	0.11013	0.046834911
Desferrioxamine B	0.11501	0.126568949
"N-(2,6-Dimethylphenyl)-N-(methoxyacetyl) alanine"	0.11667	0.230415916
Kainic Acid	0.11695	0.065279408
Indole-2-carboxylic acid	0.12024	0.083461833
Anandamide (AEA)	0.12184	0.074749808
"1,2Alpha-Epoxydeacetoxydihydrogedunin"	0.12552	0.252712516
Cymarine	0.12592	0.104284708
"2,3-dinor-8-iso Prostaglandin F2?"	0.12656	0.230415916
Methotrexate	0.12732	0.1514045
Doxycycline	0.12757	0.143150321
"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one"	0.12869	0.158046441
3-(8-hydroxyoctyl)phenol	0.12983	0.096524748
Lunarine	0.13095	0.054718566
Fluvoxamine maleate	0.13223	0.054718566
osthol	0.13496	0.054841736
santin	0.1351	0.080534878
Stercobilin	0.13556	0.231302714
1-AMINOCYCLOPROPANE-1-CARBOXYLATE	0.13741	0.265688326
Leupeptin	0.1375	0.216010713
3-(2-amino-2-oxoethyl)-5-methyl-hexanoic acid	0.13973	0.041020654
"1,3-Dideacetyl-7-Deacetoxy-7-Oxokhivorin"	0.14404	0.081377371
N-Oleoyl Dopamine	0.14498	0.046051946
6-Hydroxymelatonin	0.14976	0.059025556
herniarin	0.15164	0.155143991
Meglutol	0.15261	0.162133904
sesamin	0.15599	0.105296347
"2,6-dihydroxyanthraquinone"	0.15755	0.196215239
ACTINONIN	0.15772	0.27645403
9-Methyluric acid	0.16042	0.177707667
Sodium Tetradecyl Sulfate	0.16036	0.314688291
Azelaic acid	0.16072	0.148760002
4-Methoxycinnamaldehyde	0.16184	0.11860393
Valylproline	0.16417	0.087352894
N-(9-oxodecyl)acetamide	0.16461	0.177191416
Monobutyl phthalate	0.16592	0.32828116
2-Hydroxyisocaproic acid	0.16611	0.064628787
Nandrolone glucuronide	0.16616	0.107026562
"alpha,alpha-Trehalose"	0.16722	0.086848687
11-Deoxy prostaglandin F2beta	0.16754	0.079073554
Nervonic acid	0.16851	0.142751958
Upsilon-Aminobutyric acid (GABA)	0.17218	0.245919358
1-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]ethanone	0.17523	0.255800929
Convallatoxin	0.17703	0.32922552
4-tert-Octylphenol	0.17787	0.271232415
Gitoxigenin Diacetate	0.17852	0.105911115
Andrastin D	0.17862	0.331120424
Lovastatin	0.18082	0.079469713
Imidazolelactic acid	0.183	0.185958943
"2,3-dihydroxypropyl 12-methyltridecanoate"	0.18377	0.474579399
Forskolin	0.18477	0.11860393
3-Dehydrocholic acid	0.18815	0.105030771
Benidipine	0.19002	0.275044541
"3,7-Epoxycaryophyllan-6-One"	0.19147	0.342934581
Naringenin	0.19507	0.120909858
N-(2-hydroxyphenyl)acetamide	0.19558	0.190729912
Ibuprofen	0.19611	0.079469713
Deoxyuridine	0.19936	0.318767811
Ursocholanic Acid	0.20134	0.27167869
11beta-Hydroxyandrosterone	0.20879	0.32828116
Ergosterol Acetate	0.20875	0.301316725
L-Tyrosine methyl ester	0.21191	0.332304284
Strepin P1	0.21274	0.419485575
"1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-one"	0.2134	0.060605563
Dinoseb	0.21465	0.454977557
Medroxyprogesterone	0.21582	0.23015023
destruxin A	0.21607	0.402370621
L-Methionine sulfoxide	0.21643	0.165089958
Biotin	0.21814	0.165433072
16-Hydroxyhexadecanoic acid	0.21815	0.149194532
8-Oxo-2-deoxyadenosine	0.21849	0.121460971
L-Norleucine	0.21982	0.133842673
Carnosine	0.2267	0.274276167
N8-Acetylspermidine	0.22757	0.225818921
CYCLOSERINE	0.22906	0.190238335
"4,5-dihydroxy-3-propylcyclopent-2-en-1-one"	0.22931	0.184913933
"1',2'-dihydro-2',6-dihydroxyrotenone"	0.22988	0.408479067
Chloridazone-methyl-desphenyl	0.22987	0.449869527
9-methoxycarbonyldec-9-enoic acid	0.23096	0.32896608
"3,14-dihydro-15-keto-tetranor Prostaglandin E2"	0.23372	0.22231949
trans-4-Phenyl-4-piperidinocyclohexanol	0.23521	0.079469713
Acebutolol	0.23771	0.281332265
Hexadecanamide	0.24138	0.188150296
Alverine Citrate	0.24277	0.211061334
Harmane	0.24529	0.352069616
N-Acetylvaline	0.24572	0.107365649
Sulfamethazine	0.24587	0.408479067
7-Methylsulfenylheptyl isothiocyanate	0.2461	0.253373584
Tretinoin	0.25099	0.176362778
Hydroxyvalerenic Acid	0.25359	0.084383863
3-Phosphonopropionic acid	0.25432	0.429316988
2-Hydroxybenzothiazole	0.25711	0.431317297
"(5S)-5-hydroxy-1,7-diphenylheptan-3-one"	0.25783	0.126382993
Benzyl Isothiocyanate	0.25786	0.144765622
beta-Hydroxymyristic acid	0.25864	0.178309646
Triptophenolide	0.25898	0.16620289
Tricosanoic acid	0.26126	0.151139939
L-Glutamic acid	0.26173	0.363231357
methyl palmitoleate	0.26187	0.228008541
p-Benzoquinone	0.26224	0.231361899
Epinephrine	0.26401	0.093778127
"15-Deoxy-delta12,14 -Prostaglandin J2"	0.26716	0.265392166
Thymol	0.26724	0.329132845
N-ALPHA-ACETYL-L-ASPARAGINE	0.26939	0.089813311
"5,6-Dimethylbenzimidazole"	0.27116	0.344103173
Ethyl oleate	0.2781	0.222950358
1-Methylxanthine	0.27926	0.265448181
18-beta-Glycyrrhetinic acid	0.28004	0.325414398
Dopamine	0.28121	0.321791291
6-Hexanoyl-D-erythro-sphingosine	0.28127	0.394134935
"4-methyl-5-oxo-2-pentyl-2,5-dihydrofuran-3-carboxylic acid"	0.28192	0.159793502
DEOXYCYTIDINE	0.2849	0.408289999
Cytidine	0.28527	0.482105042
Perillartine	0.28586	0.50416438
DIGOXIGENIN	0.28628	0.408479067
12-Cytisineacetamide	0.28679	0.542708661
L-(+)-Citrulline	0.2946	0.243211801
Riboflavin	0.29687	0.158321497
Monocrotaline	0.29769	0.618848805
"2,4-diacetylphloroglucinol"	0.29934	0.445111255
(+/-)8(9)-DiHET	0.30323	0.368160676
Eseroline Fumarate	0.30348	0.123176187
"1,7-Dideacetoxy-1,7-Dioxo-3-Deacetylkhivorin"	0.30559	0.634661798
hydroquinidine	0.30559	0.634661798
4-Methyl-2-oxovaleric Acid	0.30728	0.185958943
Strophanthidin	0.30892	0.653001932
trans-10-Heptadecenoic Acid	0.3113	0.321791291
3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid	0.31298	0.400925162
4-Phenylbutyric acid	0.31491	0.624500992
1-O-b-D-glucopyranosyl sinapate	0.31506	0.117026032
2-O-Methyladenosine	0.31755	0.204926782
N-Oleoyl-Phenylalanine	0.32021	0.304684718
NEROL	0.32061	0.314688291
Secoisolariciresinol	0.32254	0.217455716
"1,7-bis(4-hydroxyphenyl)heptan-3-one"	0.32273	0.318559757
tetradec-5-ynoic acid	0.32272	0.514903499
4-Hydroxybenzaldehyde	0.32303	0.442528891
Idebenone	0.32339	0.145651442
Cholic acid	0.32385	0.18938445
ONONETIN	0.32427	0.114062365
Ala-Ile	0.32523	0.208155025
11A-Acetoxyprogesterone	0.3283	0.510139916
Sinapinic acid	0.32831	0.276101229
"(2R)-2,3-Dihydroxypropanoic acid"	0.33045	0.392041273
Argatroban	0.33246	0.542360286
osajin	0.3355	0.234987479
Deoxycorticosterone 21-glucoside	0.34144	0.132108442
Scopoletin	0.34192	0.239652921
3-[(4-chlorobenzoyl)amino]propanoic acid	0.34315	0.583642459
3(2'-Chlorophenyl)-7-hydroxy-4-phenylcoumarin	0.34323	0.334362733
Bilirubin	0.34408	0.122939799
"(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide"	0.34458	0.137987949
(-)-Camphanic acid	0.34719	0.361760409
TRIGONELLINE	0.34733	0.422887512
KOBUSONE	0.34848	0.463807832
"5,7-dihydroxy-4-(4-methoxyphenyl)-3,4-dihydrochromen-2-one"	0.34952	0.174573882
N-alpha-L-Acetyl-arginine	0.3496	0.249939244
Cymarin	0.35011	0.360224741
Lithocholic Acid	0.35181	0.314688291
"18-Aminoabieta-8,11,13-Triene Sulfate"	0.35251	0.542708661
Glycocholic acid	0.35858	0.720082223
D-Alanyl-D-alanine	0.35881	0.532243949
13-HOTrE	0.36131	0.619716382
Humulone	0.36178	0.505539281
Prostaglandin F2alpha 1-11-lactone	0.36415	0.733744778
Phenethylamine	0.36722	0.825416911
Lacidipine	0.36732	0.449172612
Levulinic acid	0.36799	0.210764887
Eicosenoic acid	0.36884	0.347183357
Limonin	0.37196	0.408479067
Isotretinoin	0.37453	0.738998977
bisdethiobis(methylthio)gliotoxin	0.37931	0.175074031
4-HYDROXY-L-PROLINE	0.38085	0.823185519
Cotarnine Chloride	0.39444	0.549519945
"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid"	0.402	0.337790103
(+/-)19(20)-DiHDPA	0.40261	0.275044541
Hydroxyprogesterone	0.40717	0.660528683
Methyl Jasmonate	0.41317	0.221176114
Progesterone	0.41428	1.543224162
Erythronolactone	0.41494	0.429597178
Atorvastatin	0.41683	0.590100675
dehydroabietic acid	0.41903	0.679251522
Alanopine	0.42088	0.653001932
Xanthohumol	0.42278	0.202074935
2'-Deoxyuridine-5-monophosphate	0.42321	0.32310529
bilobol	0.42422	0.298069535
Phenylpyruvic acid	0.42428	0.222203568
2-Isopropylmalic acid	0.42592	0.265688326
Monolaurin	0.42953	0.516156053
PS(18:1/9-HODE)	0.43043	0.297474687
O-geranylconiferyl alcohol	0.4308	0.539974627
Oleoyl-L-alpha-lysophosphatidic acid	0.4314	1.472434539
"5-[(Z)-12-(3,5-dihydroxyphenyl)dodec-8-enyl]benzene-1,3-diol"	0.43249	0.217857163
"PS(18:0/17,18-EpETE)"	0.43434	0.33778065
"2,6-Dihydroxy-4-Methoxytoluene"	0.43759	0.286744728
2-Methylbutyl beta-D-glucopyranoside	0.44113	0.210440439
2-Methyl-S-benzothiazole	0.446	0.469480144
Atractylenolide III	0.45171	0.606565197
Diflucortolone pivalate	0.45921	0.363231357
Lignoceric acid	0.4599	0.511900733
"(5E)-2-heptyl-3,4,7-trihydroxy-2,3,4,7,8,9-hexahydrooxecin-10-one"	0.46734	0.608059765
12-oxo Phytodienoic Acid	0.47318	0.46652028
PHOSPHOCHOLINE	0.47434	0.818814066
"1-(2,4-dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one"	0.47636	0.588346629
Trachelanthine	0.47969	0.682814492
Roxatidine acetate HCl	0.48013	0.401231373
Mandelic Acid	0.48297	0.643400564
Neotame	0.48498	0.658110644
Benazepril	0.49146	0.302971281
N-Acetylneuraminic acid	0.49164	0.542360286
"trans,trans-2,4-Heptadienal"	0.49493	0.554380231
"(6E)-2,6,10-trimethyldodeca-6,11-diene-2,3,10-triol"	0.4979	0.665043884
Dihydrojasmonic Acid	0.50413	0.372695605
3Beta-Acetoxydeoxodihydrogedunin	0.50661	0.812592098
Alpha-Hydroxydeoxycholic Acid	0.50924	0.50416438
"13Z,16Z-Docosadienoic Acid"	0.51977	0.497764121
1-METHYLNICOTINAMIDE	0.52047	0.289814914
"2-(3-hydroxy-5-methoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol"	0.52046	0.465872316
Cafestol	0.52276	0.696134651
delta7-Dafachronic acid	0.5254	0.449869527
Cucurbitacin I	0.52879	0.240959503
"(3Z,5E)-4-hydroxy-6-(4-hydroxyphenyl)hexa-3,5-dien-2-one"	0.53068	0.447453452
angoletin	0.53702	0.738998977
4-nitroquinoline 1-oxide	0.54046	0.741889745
(R)-baclofen	0.54236	0.400455329
(+/-)12(13)-DiHOME	0.54552	0.786030918
isotaxiresinol	0.54935	0.535286954
Chol-11-Enic Acid	0.55019	0.427081952
ANETHOLE	0.55336	0.551494646
Gibberellin A7	0.55497	0.24960733
17?-Estradiol	0.55638	0.230570975
"Benzene-1,2,4-triol"	0.55718	0.562059277
methyl 2-benzamido-3-phenylpropanoate	0.56262	0.188954781
Sinapoyl aldehyde	0.56322	0.340816161
ALPHA-AMINOADIPATE	0.56498	0.509227104
2-Mercaptobenzothiazole	0.57095	1.115476509
8-(2-hydroxy-3-methoxy-3-methylbutyl)-7-methoxychromen-2-one	0.57302	0.249777115
Cinnamic acid	0.57552	0.732452828
"4-(3-hydroxybutyl)-3,5,5-trimethylcyclohex-3-en-1-ol"	0.58579	0.349177847
Trolox	0.58615	0.720241827
4-Hydroxyphenylpyruvic acid	0.58958	0.550922911
Methyl Deoxycholate	0.59596	1.110894475
Ornithine	0.59683	0.447137186
"9,10-DiHOME"	0.59842	1.09016594
Prunin	0.60957	0.408479067
11-dehydro Thromboxane B2	0.61013	0.813523969
Cochlioquinone A	0.61335	0.461690241
Cetraxate	0.61751	0.586834402
COLFORSIN	0.61802	0.328716051
S-HEXYL-GLUTATHIONE	0.61888	0.268113213
Lincomycin	0.62127	0.787679197
Leupeptin Pr-LL	0.62164	0.25887993
Glycitein	0.62186	0.239238356
Sinapyl alcohol	0.62726	0.951325185
4-Methylphenol	0.63225	0.403688863
1-Lauroyl-2-Hydroxy-sn-Glycero-3-Phosphocholine	0.63929	0.312631588
"(1S,3R,4S,5R)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid"	0.6426	0.265688326
Difucol Hexamethyl Ether	0.64653	0.925073903
O-7460	0.64771	0.361460827
Gallic acid	0.64848	0.174872603
"9-hydroxy-10,12-octadecadienoic acid"	0.64865	0.612289911
9-HpOTrE	0.64982	0.276733193
3-Hydroxypicolinic acid	0.65221	0.339457044
Caffeic acid	0.67398	0.587808345
"(7R,8R)-7,8-dihydroxy-3,5,7-trimethyl-8H-isochromen-6-one"	0.67648	1.108635403
Lagochilin	0.6784	0.447587326
Mappain	0.68019	1.263436187
Ecgonine	0.685	0.617118833
N-Acetylsphingosine	0.68711	0.281332265
Indole-3-pyruvic acid	0.68959	0.933748638
Galacturonic acid	0.69523	0.228008541
Tadalafil	0.69537	0.177707667
Anthranilic acid	0.69849	0.657439157
Estriol	0.69994	0.973752819
"1,2-Propanediol"	0.70037	0.710143597
Erucic acid	0.70055	0.517540908
pomiferin	0.70492	0.307179509
"(5E)-3,4,9-trihydroxy-2-propyl-2,3,4,7,8,9-hexahydrooxecin-10-one"	0.72055	1.09016594
"2,4,5-trimethoxybenzoic acid"	0.7326	0.312631588
Caprylic acid	0.73518	0.925073903
5alpha-Dihydrotestosterone	0.74174	0.497764121
aurapten	0.74943	0.909318796
Alfuzosin	0.75236	2.057798419
4-ACETAMIDOBUTANOATE	0.75364	1.283762868
"13,14-dihydro-15-keto-tetranor Prostaglandin E2"	0.76014	1.956166346
Coproporphyrin I	0.76225	0.461690241
Indole-3-carboxaldehyde	0.7628	0.554380231
Citrulline	0.7642	0.5074631
Carvedilol	0.77027	0.481157174
Benzoic acid	0.77661	0.645699438
1H-Benzotriazole-5-carboxylic acid	0.7837	0.553431769
Resolvin E1	0.78445	0.454730004
Docosatrienoic acid	0.79638	0.553431769
N-Acetylmannosamine	0.79675	0.574906166
2-(3-(8-hydroxyoctyl)phenoxy)acetic acid	0.81817	1.088347098
Quinic acid	0.82619	1.400291554
1-Stearoylglycerol	0.83189	0.63425002
pinolidoxin	0.83299	0.480933673
DL-Coniine	0.83498	0.554380231
"2,3-Diaminopropionic acid"	0.83597	0.333238733
Di-n-butyl phthalate	0.83862	1.589644617
L-(+)-Lactic acid	0.85465	0.502503649
Phosphatidylethanolamine lyso alkenyl 18:1	0.85611	0.465872316
Sphingosine (d18:1)	0.8589	0.965371543
(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one	0.86794	0.637008884
2-Hydroxyphenylalanine	0.87059	0.584442418
"8Z,11Z,14Z-Eicosatrienoic acid"	0.87425	1.705577867
Nicotine	0.87485	1.068979695
Palmitoylcarnitine	0.8859	0.663580295
Grayanotoxin I	0.88892	0.713319031
Piperonylic Acid	0.89744	1.712310216
6-Hydroxynicotinic acid	0.9003	0.654214718
Hippuric acid	0.90277	0.422887512
Sumaresinolic acid	0.90388	0.342361015
Enalapril	0.90526	0.467525901
