MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
3-Phosphonopropionic acid	-0.18362	0.271468
(+/-)9-HODE	-0.18221	0.262895
Tomelukast	-0.1813	0.181906
N4-Acetylsulfamethazine	-0.1807	0.181088
12-Cytisineacetamide	-0.17921	0.346537
12-oxo Phytodienoic Acid	-0.17887	0.108435
Enterolactone	-0.1784	0.102796
Xanthohumol	-0.17614	0.107894
3-[(4-chlorobenzoyl)amino]propanoic acid	-0.17605	0.323498
Nitrendipin	-0.17453	0.245766
Ethyl-beta-glucuronide	-0.17255	0.041474
Strepin P1	-0.17125	0.330999
Asiatic acid	-0.1709	0.092223
Xylose	-0.17014	0.111175
2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE	-0.17001	0.112203
Maltitol	-0.16923	0.102433
Glycerophospho-N-palmitoyl ethanolamine	-0.16716	0.180976
ACTINONIN	-0.16192	0.332118
L-Homocystine	-0.15916	0.126168
Moclobemide	-0.15703	0.143749
L-ARABITOL	-0.15631	0.117396
L-(-)-Methionine	-0.15541	0.14618
Lipoic acid reduced	-0.1552	0.187943
6-Hydroxymelatonin	-0.15475	0.064493
PANTOLACTONE	-0.15448	0.181933
6-Hexanoyl-D-erythro-sphingosine	-0.1539	0.172508
"N-(2,6-Dimethylphenyl)-N-(methoxyacetyl) alanine"	-0.1527	0.301638
L-Histidine	-0.1519	0.040777
Humulone	-0.14658	0.154208
KOBUSONE	-0.1456	0.189183
11A-Acetoxyprogesterone	-0.1385	0.182904
Andrastin C	-0.13812	0.092454
2'-Deoxyinosine-5'-monophosphate sodium salt	-0.13774	0.04774
3-hydroxy-C10-homoserine lactone	-0.13663	0.239103
"6,8-Diprenylnaringenin"	-0.13656	0.293624
N-ACETYL-L-ALANINE	-0.13457	0.040615
Enalapril	-0.13439	0.048983
Adenine	-0.13403	0.065633
Vulpinic Acid	-0.1337	0.137445
Uracil	-0.13276	0.108156
Irbesartan (Avapro)	-0.1327	0.04145
Dinoseb	-0.13225	0.247982
Sinapinic acid	-0.13041	0.084004
Stercobilin	-0.1302	0.242763
1-Stearoylglycerol	-0.12956	0.089594
2-(8-hydroxyoctyl)-6-methoxybenzoic acid	-0.12242	0.115007
3-Methyladipic acid	-0.12205	0.045647
11beta-Hydroxyandrosterone	-0.12074	0.22224
Valsartan	-0.11857	0.064684
"2,8-quinolinediol"	-0.1162	0.070321
Lagochilin	-0.11526	0.08773
Methylsuccinic acid	-0.11445	0.07075
4-oxododecanedioic acid	-0.1126	0.05758
Nimodipine	-0.11212	0.067212
"2,3-dihydroxypropyl 12-methyltridecanoate"	-0.11166	0.154208
Oleoyl-L-alpha-lysophosphatidic acid	-0.10832	0.19214
13-HOTrE	-0.10402	0.116225
Pyridoxamine	-0.10052	0.065219
Juglalin	-0.1003	0.084004
Argatroban	-0.099883	0.162885
2-Anisic acid	-0.098023	0.081074
Alfuzosin	-0.098011	0.141012
Shanzhiside methyl ester	-0.097226	0.071128
ONONETIN	-0.093763	0.026221
"3,7-Epoxycaryophyllan-6-One"	-0.091706	0.141012
"1',2'-dihydro-2',6-dihydroxyrotenone"	-0.09128	0.144438
O-geranylconiferyl alcohol	-0.08811	0.106388
(R)-baclofen	-0.087851	0.110441
Trehalose	-0.087655	0.08506
"(5E,8Z)-4,7-dihydroxy-2-methyl-2,3,4,7-tetrahydrooxecin-10-one"	-0.08702	0.08669
4-Oxoproline	-0.086525	0.048964
2-Oxobutyric acid	-0.085366	0.07075
Deoxyuridine	-0.084082	0.111197
N-Acetylphenylalanine	-0.083875	0.043337
D-PANTOTHENIC ACID	-0.081623	0.039986
"3,7-Epoxycaryophyllan-6-Ol"	-0.081088	0.051445
11-dehydro Thromboxane B2	-0.076561	0.13473
Ala-Ile	-0.074351	0.043447
Perillartine	-0.073703	0.088853
3-DEHYDROSHIKIMATE	-0.073514	0.038902
"3,8,9-trihydroxy-10-propyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one"	-0.072623	0.041045
N-(9-oxodecyl)acetamide	-0.069655	0.067197
Mycophenolic acid	-0.069561	0.037366
"16-Heptadecyne-1,2,4-triol"	-0.066462	0.057189
Gibberellin A4	-0.063079	0.153459
Imidazolelactic acid	-0.061616	0.033577
Desoxycortone	-0.06115	0.029239
Tyrosylalanine	-0.057063	0.059036
tetradec-5-ynoic acid	-0.056123	0.08506
(+/-)8(9)-DiHET	-0.055671	0.062181
PUTRESCINE DIHYDROCHLORIDE	-0.052273	0.023361
LysoPhosphatidylcholine	-0.051241	0.020962
12a-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE	-0.050886	0.033103
Dopamine	-0.050297	0.043447
dehydroabietic acid	-0.047134	0.049309
Cytidine	-0.046793	0.065648
salicin	-0.045292	0.031881
Roxatidine acetate HCl	-0.045132	0.024724
9-HpOTrE	-0.044471	0.023123
Milbemectin A4	-0.04277	0.020406
Azaserine	-0.041433	0.027779
Difucol Hexamethyl Ether	-0.040462	0.038845
5-METHYLCYTOSINE HYDROCLORIDE	-0.040109	0.050444
DL-Homoserine	-0.036119	0.041546
"(5S)-5-hydroxy-1,7-diphenylheptan-3-one"	-0.03435	0.013206
DL-beta-Leucine	-0.033293	0.008725
Zeatin	-0.033276	0.03036
N-Benzylformamide	-0.032809	0.020406
aloesin	-0.031514	0.013761
Kawain	-0.030831	0.018453
"20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid"	-0.029721	0.017733
4-tert-Octylphenol	-0.026436	0.060226
"2',4',6'-Trihydroxydihydrochalcone"	-0.024759	0.013918
"3,4-Dimethylbenzoic acid"	-0.022925	0.006674
Isotretinoin	-0.020454	0.017982
4'-Methoxyacetophenone	-0.020027	0.009439
Triptophenolide	-0.01944	0.009337
Diethyloxalpropionate	-0.017028	0.008827
Benzyl cinnamate	-0.010475	0.004887
Sinapyl alcohol	-0.010397	0.007477
"1,2Alpha-Epoxydeacetoxydihydrogedunin"	-0.0042	0.006674
Strophanthidin	-0.003737	0.003808
ANETHOLE	-0.0011685	0.001257
Acebutolol	-0.00055457	0.000978
Ramipril	0.0025966	0.001257
Prostaglandin F2alpha 1-11-lactone	0.003066	0.004211
"(7R,8R)-7,8-dihydroxy-3,5,7-trimethyl-8H-isochromen-6-one"	0.0039529	0.004887
Atorvastatin	0.0080117	0.011454
Trachelanthine	0.010101	0.005973
Forskolin	0.01193	0.008827
17alpha-Ethynylestradiol	0.012726	0.009439
3-[(1-Carboxyvinyl)oxy]benzoic acid	0.013877	0.004887
1-Methylguanine	0.016488	0.008712
Thiamine	0.018151	0.010394
"2-(2-oxo-8,9-dihydrofuro[2,3-h]chromen-8-yl)propan-2-yl acetate"	0.020164	0.006674
Catechol	0.021975	0.010394
(+/-)13-HpODE	0.022161	0.010394
Taurocholic acid	0.022728	0.005758
Monobenzyl phthalate	0.023514	0.014933
N-Acetylmannosamine	0.025085	0.015311
DL-Coniine	0.028085	0.010844
Oleoyl sarcosine	0.028657	0.014452
MONO-METHYL GLUTARATE	0.031854	0.02641
2-Methyl-S-benzothiazole	0.032146	0.023361
"2,3-dinor-8-iso Prostaglandin F2?"	0.032956	0.032813
Ergosterol Acetate	0.034067	0.043308
(S)-Equol	0.034461	0.023705
Dronedarone	0.036466	0.016811
Benzyl Isothiocyanate	0.03731	0.034511
"alpha,alpha-Trehalose"	0.038726	0.019011
3-hydroxy-C4-homoserine lactone	0.043658	0.019837
N-Acetylmuramic Acid	0.046504	0.018612
4-Methylcatechol	0.046847	0.010875
Tretinoin	0.046921	0.026369
NALPHA-ACETYL-L-LYSINE	0.049413	0.026277
8-Oxo-2-deoxyadenosine	0.050249	0.023361
Pyridoxal	0.050685	0.059036
D-Glucosamine	0.051182	0.059479
3-Ureidopropionic acid	0.051791	0.020233
Monolaurin	0.054214	0.054349
"5,6-DIHYDROURACIL"	0.054615	0.023361
cyclopenin	0.055899	0.023361
coniferin	0.060612	0.043337
13-HOTrE(r)	0.062378	0.034511
Adenosine 5'-monophosphate	0.063026	0.030868
3-GluA Soyasapogenol B	0.066255	0.031447
Deoxycholic Acid	0.067836	0.033
O-7460	0.06901	0.066442
Hydroxyprogesterone	0.070436	0.077446
2'-O-Methylguanosine	0.070639	0.05919
N-Acetylaspartic acid	0.071541	0.025309
"5,10-dimethoxy-2,2-dimethylpyrano[3,2-g]chromen-8-one"	0.072851	0.025811
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	0.07462	0.059484
"7,8-dimethylalloxazine (lumichrome)"	0.079873	0.029239
Gibberellin A7	0.079886	0.027256
feruloyltyramine	0.083569	0.029239
15-OxoEDE	0.08349	0.12782
"(12Z)-9,10,11-trihydroxyoctadec-12-enoic acid"	0.089592	0.043956
Choline	0.090776	0.033577
N-Oleoyl-Phenylalanine	0.091215	0.057694
PHOSPHO(ENOL)PYRUVIC ACID	0.091594	0.044274
5-Aminonaphthalene-2-sulfonic acid	0.094104	0.064684
"trans,trans-2,4-Heptadienal"	0.095163	0.067197
2-Mercaptobenzothiazole	0.095278	0.141174
17?-Estradiol	0.095374	0.043447
Benazepril	0.095479	0.038902
Nootkatone	0.095715	0.067816
N-ACETYLNEURAMINATE	0.096145	0.060012
(+/-)12(13)-DiHOME	0.096809	0.114486
Metolachlor OXA	0.097383	0.034352
Arnicolide D	0.10003	0.060166
alpha-Lactose	0.10147	0.042067
1-Chlorobenzotriazole	0.10163	0.074817
Atractylenolide III	0.10181	0.065648
Genipin	0.10239	0.053661
Mandelic Acid	0.10541	0.092223
D-Glucose 6-phosphate	0.10904	0.01805
delta7-Dafachronic acid	0.11095	0.075654
Threonine	0.11342	0.09159
3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE	0.11454	0.073946
Valganciclovir	0.11491	0.110441
Picrotin	0.11885	0.073827
Oleamide	0.1195	0.065633
Piperonylic Acid	0.1199	0.069963
7-Methylguanine	0.12239	0.111731
Erucic acid	0.12244	0.061821
Phosphatidylinositol 16:0-18:1	0.12342	0.016793
Allantoin	0.12362	0.14133
Di-n-butyl phthalate	0.12427	0.17499
Benidipine	0.12518	0.110441
"4,6,8-trihydroxy-7-methoxy-3-methyl-3,4-dihydroisochromen-1-one"	0.1289	0.03036
Epinephrine	0.12992	0.098678
Valsartan metabolite	0.12988	0.094458
4-Phenylbutyric acid	0.1312	0.194689
Gardneramine	0.13336	0.037531
Riboflavin	0.13614	0.12845
(+/-)15-HETE	0.14437	0.043308
"13,14-Dihydro-15-keto Prostaglandin A2"	0.14731	0.092223
Hinokitiol	0.15058	0.135851
Zeranol	0.15102	0.073946
Hematein	0.15417	0.039482
"3-(1,2-dihydroxypropyl)-1,6,8-trihydroxyanthracene-9,10-dione"	0.15484	0.05265
Piceatannol	0.15765	0.180976
Eupatilin	0.15841	0.053661
aurapten	0.15958	0.195697
(+/-)-Cannabichromeorcin	0.16015	0.199386
CYCLOSERINE	0.16013	0.150445
lenticin	0.16288	0.062979
Glutamine (D)	0.16542	0.053661
PHOSPHOCHOLINE	0.17036	0.278989
Orotic acid	0.17083	0.07075
GLYCOCHENODEOXYCHOLIC ACID	0.17197	0.115007
Caprylic acid	0.17237	0.195731
"(3Z,5E)-4-hydroxy-6-(4-hydroxyphenyl)hexa-3,5-dien-2-one"	0.17487	0.106388
Methylgallate	0.17741	0.032157
"13Z,16Z-Docosadienoic Acid"	0.18039	0.127506
4-PYRIDOXATE	0.18081	0.061821
Kinetin	0.18151	0.079981
beta-Estradiol-17beta-glucuronide	0.18502	0.214627
Cetraxate	0.18567	0.096785
1-Methyladenine	0.18676	0.116197
Carvedilol	0.18733	0.155287
Lignoceric acid	0.1884	0.193874
3-Hydroxytyramine	0.1895	0.221422
Medicagenic acid	0.19109	0.200336
"9-Oxo-10(E),12(E)-octadecadienoic acid"	0.19224	0.133169
Gibberellic acid	0.19418	0.090022
3(2'-Chlorophenyl)-7-hydroxy-4-phenylcoumarin	0.19486	0.114933
1-AMINOCYCLOPROPANE-1-CARBOXYLATE	0.19598	0.338168
methyl 2-benzamido-3-phenylpropanoate	0.19665	0.10139
Valaciclovir	0.19885	0.176356
Glycyl-L-leucine	0.20388	0.135851
"methyl 2-(2,6-dihydroxy-4-methylbenzoyl)-3,5-dimethoxybenzoate"	0.20405	0.194112
5-Hydroxytryptophan	0.20508	0.103441
Cotarnine Chloride	0.20702	0.254519
"1,2-Propanediol"	0.2081	0.187809
"5-hydroxy-3,7-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one"	0.20939	0.138974
Pygenic acid A b	0.21309	0.10445
(+/-)-Abscisic acid	0.21495	0.115573
Salidroside	0.21546	0.07075
Fusaproliferin	0.21572	0.138974
2-Keto-4-methylthiobutyric acid	0.218	0.074693
Anthranilic acid	0.22537	0.158747
Glycylproline	0.22752	0.180417
Chloridazone-methyl-desphenyl	0.22903	0.311429
Xanthine	0.2292	0.164005
[1-hydroxy-1-(4-methoxyphenyl)propan-2-yl] 4-methoxybenzoate	0.22985	0.240317
Cannabidiolic acid	0.23228	0.108424
3-Hydroxydecanoic acid	0.23285	0.315173
Hexanoylglycine	0.23428	0.161989
Upsilon-Aminobutyric acid (GABA)	0.23508	0.254519
Neotame	0.23647	0.310833
DL-beta-Hydroxybutyric acid	0.24057	0.114933
"(5E)-2-heptyl-3,4,7-trihydroxy-2,3,4,7,8,9-hexahydrooxecin-10-one"	0.24208	0.227019
skimmin	0.24408	0.21477
Cholecalciferol	0.24885	0.312641
"Deoxysappanone B 7,3'-Dimethyl Ether"	0.25425	0.221885
Gedunol	0.25562	0.100957
Trolox	0.25641	0.285059
Theanine	0.25662	0.170169
Phosphatidylethanolamine lyso alkenyl 18:0	0.25969	0.315173
Phosphatidylethanolamine lyso 16:0	0.26003	0.248937
3-Amino-Beta-Pinene	0.26016	0.409571
"Epoxy (4,5Alpha)-4,5-Dihydrosantonin"	0.26057	0.227282
kaempferol 7-neohesperidoside	0.2615	0.085525
norlichexanthone	0.262	0.297966
Betulinic acid	0.26949	0.242536
Equol	0.27092	0.151023
Hypoxanthine	0.27484	0.19776
Eseroline Fumarate	0.27798	0.170954
Gitoxigenin Diacetate	0.27794	0.230763
Dimethachlor OXA	0.28008	0.23185
Beauverolide I	0.28084	0.314097
"N,N-Diethylethanolamine"	0.28534	0.085028
"6,7,3',4'-Tetrahydroxyflavanone"	0.2859	0.097578
Cinnamic acid	0.28834	0.336742
Seneciphyllin	0.28995	0.300492
DL-Alanine	0.2901	0.404526
Indole-3-pyruvic acid	0.29112	0.166866
"3,5-Dimethoxybenzoic acid"	0.29206	0.13041
D-Sedoheptulose 7-phosphate	0.29223	0.04947
Mappain	0.29299	0.420834
Lincomycin	0.2942	0.345438
Estriol	0.29527	0.365221
"2-(3-hydroxy-5-methoxyphenoxy)-6-(hydroxymethyl)oxane-3,4,5-triol"	0.29704	0.177616
3-hydroxy-2-octylpentanedioic acid	0.29729	0.247314
DEOXYCYTIDINE	0.30036	0.181933
Salvinorin A	0.30102	0.280321
2'-Deoxyuridine-5-monophosphate	0.30245	0.2229
L-Norleucine	0.30737	0.180417
Andrastin D	0.30809	0.831679
DL-4-Hydroxyphenyllactic acid	0.30833	0.162298
N-acetyl-O-methyltyrosine	0.31014	0.138974
"4',5,7-trihydroxy-3,6-dimethoxyflavone"	0.31106	0.222175
Uric acid	0.31516	0.242763
Suberic acid	0.31993	0.294658
"3,4-Dihydroxyphenylacetic acid"	0.32051	0.24133
Cafestol	0.32598	0.579945
Mimosine	0.32625	0.20193
Avocadyne Acetate	0.32629	0.293188
"1-(2,4-dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one"	0.33005	0.345708
N-Acetylornithine	0.33029	0.221046
Alpha-Hydroxydeoxycholic Acid	0.33334	0.34348
Erythronolactone	0.33654	0.500066
Hematoxylin	0.33885	0.300934
Nicotinic acid	0.33883	0.397387
2'-O-Methyluridine	0.3417	0.380834
L-kynurenine	0.34302	0.36637
N-Acetyl-DL-glutamic acid	0.3442	0.317656
Methyl Deoxycholate	0.34904	0.464124
Oleic acid	0.35284	0.256718
"6-benzyl-4-oxo-1,4-dihydropyridine-3-carboxamide"	0.36036	0.475968
1-(2-Chlorophenyl)piperazine (o-CPP)	0.36368	0.249052
Bufalin	0.36846	0.323224
Glimepiride	0.36924	0.160126
Cetirizine N-Oxide	0.3696	0.136576
rhein	0.37057	0.406116
Caffeic acid	0.37992	0.279923
Nervonic acid	0.37997	0.330999
"N-(2,5-dioxocyclopentyl)acetamide"	0.38255	0.29701
1H-Benzotriazole-5-carboxylic acid	0.38729	0.345371
Citrulline	0.39473	0.280321
"2,6-Dihydroxy-4-Methoxytoluene"	0.39487	0.292702
"4,5-dihydroxy-3-propylcyclopent-2-en-1-one"	0.39491	0.432915
Calcitriol	0.39766	0.539448
"2,3-Diaminopropionic acid"	0.3987	0.360743
4-Hydroxymandelonitrile	0.39906	0.218431
Ecgonine	0.39942	0.382832
N8-Acetylspermidine	0.4004	0.264713
4-deoxyphloridzin	0.40075	0.07795
Dimethachlor ESA	0.40227	0.145943
Cannabichromevarin	0.40567	0.365221
Kynurenic acid	0.40759	0.13473
"DL-3,4-Dihydroxymandelic acid"	0.41102	0.065633
5alpha-Dihydrotestosterone	0.41781	0.667582
Hexadecanamide	0.41782	0.265808
Salsolidine	0.43123	0.341092
Bialaphos	0.43419	0.381544
4-Hydroxybenzaldehyde	0.44063	0.464086
"4,6-dinitro-o-cresol"	0.44248	0.245476
Methyl Jasmonate	0.44436	0.432033
Spermidine	0.44565	0.10139
Emetine	0.44698	0.114933
Ursocholanic Acid	0.44921	0.535361
8-(3-methoxy-2-(methoxycarbonyl)phenyl)octanoic acid	0.45693	0.381272
Tricosanoic acid	0.45787	0.309405
santin	0.4581	0.345371
18-beta-Glycyrrhetinic acid	0.45828	0.5018
4-Hydroxyphenylpyruvic acid	0.45839	0.241512
2-decyl-3-hydroxypentanedioic acid	0.45994	0.38051
Ornithine	0.46483	0.397387
4-hydroxy-8-methoxy-5-methyl-3-(3-methylbut-2-enyl)chromen-2-one	0.47409	0.469275
"3,4-Dihydroxy-L-phenylalanine"	0.475	0.438493
N-Acetyl-L-methionine	0.47756	0.239103
(+)-ar-Turmerone	0.47897	0.425714
Linoleoyl Ethanolamide	0.48144	0.420834
Levulinic acid	0.48743	0.222175
Quercetin	0.48799	0.282438
Meglutol	0.48871	0.669221
Prolylglycine	0.49154	0.313668
7-Hydroxy-4-methylcoumarin	0.50388	0.56002
isotaxiresinol	0.5093	0.34348
Alanine	0.51166	0.356952
D-(+)-Proline	0.5118	0.345438
N-Acetyldopamine	0.51364	0.147051
4-Methyl-2-oxovaleric Acid	0.51534	0.233989
Putrescine	0.52762	0.222175
N-ACETYL-DL-METHIONINE	0.53205	0.268371
"5-{8(Z),11(Z)-pentadecadienyl}resorcinol"	0.53249	0.397387
"5-[(Z)-12-(3,5-dihydroxyphenyl)dodec-8-enyl]benzene-1,3-diol"	0.54083	0.337242
afzelechin	0.54135	0.667582
L-Lysine	0.54338	0.347986
"1,7-bis(4-hydroxyphenyl)heptan-3-one"	0.54651	0.322649
Phosphatidylethanolamine lyso 20:0	0.54702	0.287325
L-Methionine sulfoxide	0.55001	0.422531
Phosphatidylethanolamine lyso 17:0	0.5507	0.352382
"(2E,4E,12Z)-N-(2-methylpropyl)octadeca-2,4,12-trienamide"	0.55396	0.218546
"(5E)-3,4,9-trihydroxy-2-propyl-2,3,4,7,8,9-hexahydrooxecin-10-one"	0.55469	0.937681
3-Hydroxypicolinic acid	0.55511	0.397387
Sodium Tetradecyl Sulfate	0.55834	0.365442
Aflatoxin G2	0.55994	0.323508
Phenylpyruvic acid	0.56483	0.235458
Phosphatidylethanolamine 18:2-18:2	0.56889	0.38344
Lithocholic Acid	0.5758	0.432915
3-Deoxycaryoptinol	0.57721	0.533666
(E)-2-decylpent-2-enedioic acid	0.58187	0.490018
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid"	0.5822	0.400357
2-O-Methyladenosine	0.58227	0.461841
Captopril	0.5872	0.709031
"1,2-dihydroxyheptadec-16-en-4-yl acetate"	0.58829	0.36213
COLFORSIN	0.58841	0.211415
N-Acetyl-D-galactosamine 4-sulfate	0.59047	0.245476
abscisic acid	0.59062	0.508526
7-Methylsulfenylheptyl isothiocyanate	0.60053	0.762582
Decanoic acid	0.6009	0.397387
"3,4,5-trimethoxycinnamic acid"	0.60794	0.525769
sesamin	0.61887	0.607725
Ethyl myristate	0.62058	0.863977
Progesterone	0.62189	1.124291
Oleoyl ethanolamide	0.62289	0.537392
1-Methylxanthine	0.62612	0.545765
4-Methylphenol	0.62682	0.256718
1-Lauroyl-2-Hydroxy-sn-Glycero-3-Phosphocholine	0.63462	0.282496
13-KODE	0.63515	0.958528
2-Methoxyestrone	0.63564	0.415657
N-ALPHA-ACETYL-L-ASPARAGINE	0.64767	0.420491
N-Acetylserotonin	0.65393	0.345371
2-OXOADIPATE	0.65735	0.189183
"Cholest-4,6-Dien-3-One"	0.65932	0.54757
"cis-5,8,11,14,17-Eicosapentaenoic acid"	0.66103	0.897223
11-Deoxy prostaglandin F2beta	0.66481	0.553106
alpha-Linolenoyl ethanolamide	0.67248	0.769117
Glycyl-L-proline	0.67925	0.461841
eudesmin	0.68056	0.316935
"1,4-Cyclohexanedicarboxylic acid"	0.68557	0.464061
2-acetoxy-6-pentadecylbenzoic acid	0.68883	0.286249
Lorazepam	0.69085	0.427907
"9-hydroxy-10,12-octadecadienoic acid"	0.69277	0.527287
Nandrolone glucuronide	0.69413	0.347154
Gly-Tyr-Ala	0.69574	0.307417
Phosphatidylethanolamine lyso alkenyl 16:0	0.69765	0.728298
"DL-alpha,epsilon-Diaminopimelic acid"	0.69873	0.527287
N-Methylhistamine	0.69949	0.23185
Arachidonic acid	0.70683	0.834459
Kanakugiol	0.70926	0.609471
LITHOCHOL-11-ENIC ACID	0.71109	0.358546
L-(+)-Lysine	0.72771	0.390288
Fluvoxamine maleate	0.73249	0.448672
Flavin mononucleotide (FMN)	0.73789	0.419075
p-Benzoquinone	0.75389	0.923068
Valsartan acid	0.76077	0.913676
terpestacin	0.76241	0.709031
4-AMINOBUTANOATE	0.76514	0.474657
Docosatetraenoic acid	0.76968	0.811775
Kanosamine	0.77781	0.29118
TRIGONELLINE	0.78026	1.217599
Butylparaben	0.79253	1.21709
Hecogenin	0.79431	1.454248
"(1S,3R,4S,5R)-1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid"	0.79538	0.332342
Quebrachitol	0.80076	0.481763
octadec-9-ynoic acid	0.80596	1.136606
Coumafuryl	0.82236	0.695186
Sinapoyl aldehyde	0.82634	0.475968
Palmitoleic acid	0.82756	0.833274
3-Gal(1-2)GluA Soyasapogenol B	0.82861	0.336111
16-Hydroxyhexadecanoic acid	0.83066	0.529398
8-Isoprostaglandin F1beta	0.83358	0.272792
GLYCOCHOLATE	0.83633	0.247982
Cholic acid	0.83875	0.187809
(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one	0.84851	0.464124
Sulfocholic acid	0.85197	0.231591
Phosphatidylethanolamine lyso alkenyl 18:1	0.85309	0.858237
"icos-19-ene-1,2,4-triol"	0.85457	0.850842
Oleic	0.85722	0.871052
"5-Hydroxy-2',4',7,8-Tetramethoxyflavone"	0.8735	0.558179
Aldosterone	0.87471	0.397181
Cucurbitacin I	0.88687	0.20193
L(+/-)-Alliin	0.88937	0.950085
Nicotinoylglycine	0.89526	0.205986
DIGOXIGENIN	0.89731	1.062322
Medroxyprogesterone	0.89816	0.518643
7-HDoHE	0.899	1.032803
"1-(2,3-dibenzimidazol-2-ylpropyl)-2-methoxybenzene"	0.90547	0.673111
Indole-3-carboxaldehyde	0.90811	0.5752
Chol-11-Enic Acid	0.9101	0.447247
Cymarin	0.91062	0.844027
Cymarine	0.91901	0.45942
"1,3-Dideacetyl-7-Deacetoxy-7-Oxokhivorin"	0.92855	0.511477
Docosahexaenoyl Ethanolamide	0.92897	0.671111
(4-chloro-2-methylphenoxy)acetic acid	0.92908	0.397387
6-Hydroxynicotinic acid	0.94119	1.043995
cirsimaritin	0.9435	0.475968
terrein	0.94757	0.520036
Prolylleucine	0.95627	0.345371
7-Deacetylkhivorin	0.95806	0.366319
4-Hydroxy-6-methyl-2-pyrone	0.96243	0.393694
2-Oxindole	0.96721	0.494552
2-Arachidonoyl glycerol	0.97232	0.481763
Palmitoylcarnitine	0.97892	0.475228
"11(Z),14(Z)-Eicosadienoic acid"	0.98011	0.538096
3-(8-hydroxyoctyl)phenol	0.98529	0.691585
"Benzene-1,2,4-triol"	0.9872	0.486449
N-Oleoyl Dopamine	1.0062	0.437362
Docosahexaenoic acid	1.0096	1.454248
"4'-Hydroxy-5,7-dimethoxyflavanone"	1.0119	0.777466
Primidone (Mysoline)	1.0138	0.385219
4-Chlorophenol	1.0156	0.440596
Docosatrienoic acid	1.0318	0.466342
"9,10-DiHOME"	1.0345	0.691585
(9cis)-Retinal	1.0475	2.103821
Tridecylic acid	1.0555	0.843784
Glycocholic acid	1.0678	0.433669
Benzoic acid	1.0692	0.571687
Leucylproline	1.0702	0.545292
Anandamide (AEA)	1.0775	1.124291
bilobol	1.1013	0.745863
Idebenone	1.1024	0.422497
Beta-Peltatin	1.1148	0.261544
Quinic acid	1.1218	2.26784
"1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-one"	1.1304	0.264713
N-Acetyl-alpha-D-glucosamine	1.1412	0.709364
"8Z,11Z,14Z-Eicosatrienoic acid"	1.155	0.851984
Docosahexanoic acid	1.1822	1.298449
Phosphatidylethanolamine lyso 20:3	1.1838	0.738452
Rhodinyl Acetate	1.1865	0.585528
Laudanosine	1.1905	0.429562
Prolylyphenylalanine	1.2134	0.83538
Galacturonic acid	1.2173	0.366734
2-(6-hydroxyhexyl)-3-methylidenebutanedioic acid	1.219	1.913961
beta-Estradiol	1.2352	0.661404
L-Isoleucine	1.2424	0.627751
"(1E)-1,7-bis(4-hydroxyphenyl)hept-1-en-3-one"	1.2592	0.617983
N-Oleyl-Leucine	1.2996	0.508694
L-Cystine	1.3222	0.765129
bisdethiobis(methylthio)gliotoxin	1.324	0.611437
3-Methylglutaric acid	1.3276	0.256718
Bestatin	1.3653	0.972854
osajin	1.3752	2.209884
Coproporphyrin I	1.376	1.206231
Hippuric acid	1.4071	0.334851
Secoisolariciresinol	1.437	0.977242
Karakoline	1.4419	0.83538
3-Dehydrocholic acid	1.4464	0.304431
(+/-)19(20)-DiHDPA	1.4803	0.654685
Glycitein	1.4912	0.510548
trans-10-Heptadecenoic Acid	1.4973	1.468061
Lovastatin	1.5061	0.287325
2-Hydroxyphenylalanine	1.5259	0.913676
osthol	1.5425	0.843784
Asiaticoside	1.5519	0.262895
Sphingosine (d18:1)	1.555	0.993235
2-(3-Hydroxycyclohexyl)-5-(2-methyl-2-octanyl)phenol	1.5617	1.356695
Pentadecanoic acid	1.5652	1.067729
Tyramine	1.5825	0.977242
Prostaglandin F1alpha	1.5859	0.318307
"5,7-dihydroxy-4-(4-methoxyphenyl)-3,4-dihydrochromen-2-one"	1.6016	0.721109
Cyclo-prolylglycine	1.613	0.648088
8-Hydroxyquinoline	1.6172	0.569167
lamalbid	1.638	1.613465
CRUSTECDYSONE	1.653	0.685459
Leucylleucyltyrosine	1.6679	0.623405
salviaflaside	1.684	1.103926
Malformin A2	1.6877	0.611792
Amisulpride N-Oxide	1.695	1.083757
Prostaglandin K2	1.7101	0.639217
Phosphatidylethanolamine lyso 22:6	1.7164	1.020652
N-Acetylsphingosine	1.7565	0.762582
S-HEXYL-GLUTATHIONE	1.8112	0.381544
Isoamylamine	1.8118	0.368292
